Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
CVX,Energy,153.66,-0.75,32.22,47.37,Neutral,2.02,154.7578,Neutral,★★☆☆☆ →,0.18,0.0,-0.71,No,Not expected,Not imminent,2.3,Increasing,0.0,0.18,0.1282,0.1671,-0.0389,47.41,50.33,148.4685,157.8361,154.919,152.0019,Above VWAP,153.32,Low,,13.0,,New
WMT,Consumer Defensive,101.6,-1.32,32.04,42.69,Neutral,1.63,102.9283,Bearish,★★☆☆☆ →,-0.66,0.0,-1.3,No,Not expected,Not imminent,2.4,Decreasing,0.03,-0.66,-0.3487,-0.364,0.0153,67.6,60.82,95.4611,106.6076,103.1072,99.6069,Bullish MACD; Bullish Stochastic; Above VWAP,101.81,Low,,15.0,,New
AAPL,Technology,267.7,0.09,31.63,54.99,Neutral,2.08,267.3351,Neutral,★★☆☆☆ →,-0.77,0.0,0.14,No,Not expected,Not imminent,2.5,Increasing,0.12,-0.77,1.7485,2.9956,-1.2471,31.2,48.93,225.3808,277.2063,268.6451,260.0839,Above VWAP,268.71,Low,,16.0,,New
MSFT,Technology,494.3,-2.6,31.35,37.62,Neutral,2.36,510.4353,Bearish,★★☆☆☆ →,-3.89,0.0,-3.16,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.89,-4.3221,-3.1704,-1.1518,23.49,24.01,453.7454,541.8659,514.847,487.8281,Above VWAP,494.24,Low,,25.0,,New
QQQ,Unknown,597.32,-1.05,30.54,40.03,Neutral,1.88,613.0164,Bearish,★★☆☆☆ →,-3.54,0.0,-2.56,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.54,-3.489,0.3299,-3.8189,19.69,27.03,537.4392,639.943,618.2605,596.578,Above VWAP,599.69,Low,,21.0,,New
CAT,Industrials,547.89,-0.75,30.1,52.46,Neutral,3.27,550.2901,Neutral,★★☆☆☆ →,0.06,0.0,-0.44,No,Not expected,Not imminent,2.3,Increasing,0.05,0.06,3.6011,9.3607,-5.7596,27.03,38.11,394.8121,599.2749,554.7048,510.1346,Above VWAP,548.6,Low,,14.0,,New
UBER,Technology,91.14,-1.05,30.08,41.08,Neutral,3.42,93.5428,Bearish,★★☆☆☆ →,-3.73,0.0,-2.57,No,Not expected,Not imminent,1.9,Increasing,0.02,-3.73,-0.9068,-0.6189,-0.2879,19.42,20.65,80.3725,98.4342,94.033,89.6318,Above VWAP,91.0,Low,,23.0,,-
QCOM,Technology,165.12,-0.98,29.83,42.44,Neutral,3.72,172.1642,Bearish,★★☆☆☆ →,-4.47,0.0,-4.09,No,Not expected,Not imminent,2.1,Decreasing,0.04,-4.47,-1.1542,0.5728,-1.7271,19.33,20.78,157.4697,185.9734,174.686,163.3986,Above VWAP,166.13,Low,,26.0,,-
ENPH,Technology,27.67,0.51,29.66,34.73,Neutral,6.72,31.2477,Bearish,★★☆☆☆ →,-4.62,0.0,-11.45,No,Not expected,Not imminent,1.7,Increasing,0.0,-4.62,-1.572,-1.3623,-0.2097,5.55,6.53,44.3886,37.7607,31.6265,25.4923,Balanced metrics,28.0,High,,28.0,,-
IWM,Unknown,234.06,0.56,28.31,38.15,Neutral,1.89,241.295,Bearish,★★☆☆☆ →,-2.96,0.0,-3.0,No,Not expected,Not imminent,2.0,Increasing,0.03,-2.96,-2.7312,-1.4042,-1.327,15.59,17.43,219.9418,252.8443,243.1325,233.4207,Above VWAP,233.76,Low,,18.0,,-
NKE,Consumer Cyclical,62.58,-0.5,27.95,40.5,Neutral,2.86,64.4684,Bearish,★★☆☆☆ →,2.21,0.0,-2.92,No,Not expected,Not imminent,1.5,Increasing,0.0,2.21,-0.7639,-1.086,0.3221,40.97,45.07,67.9776,70.3386,64.5767,58.8149,Bullish MACD,62.13,Low,,11.0,,-
CRWD,Technology,514.16,-2.95,27.66,45.66,Neutral,3.51,529.7653,Bearish,★★☆☆☆ →,-3.7,0.0,-2.95,No,Not expected,Not imminent,2.0,Increasing,0.11,-3.7,1.1052,6.8763,-5.7711,31.31,37.44,418.9957,563.7594,535.8468,507.9341,Above VWAP,518.49,Low,,22.0,,-
AVGO,Technology,341.0,-0.48,27.58,44.52,Neutral,4.16,350.7603,Bearish,★★☆☆☆ →,-3.11,0.0,-2.78,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.11,-3.619,-0.6541,-2.965,22.61,21.88,244.6609,381.7211,355.7985,329.8759,Above VWAP,342.22,Low,,20.0,,-
COIN,Financial Services,262.72,-0.47,27.55,32.66,Neutral,7.83,307.773,Bearish,★★☆☆☆ →,-14.51,0.0,-14.64,No,Not expected,Not imminent,1.8,Increasing,0.01,-14.51,-17.6295,-12.1012,-5.5283,8.59,10.31,292.1037,373.5832,315.8125,258.0418,Balanced metrics,261.36,High,,41.0,,-
PANW,Technology,201.41,-0.73,27.43,37.37,Neutral,2.78,210.4789,Bearish,★★☆☆☆ →,-6.11,0.0,-4.31,No,Not expected,Not imminent,2.1,Increasing,0.05,-6.11,-2.9122,-0.8059,-2.1063,20.0,18.46,189.1447,225.6607,213.583,201.5052,Above VWAP,201.66,Low,,30.0,,-
FSLR,Technology,252.8,-0.29,26.52,52.06,Neutral,5.75,253.74,Neutral,★★☆☆☆ →,-3.77,0.0,-0.37,No,Not expected,Not imminent,1.6,Increasing,0.07,-3.77,2.4834,6.0516,-3.5682,41.76,46.67,173.0594,285.6135,254.4515,223.2895,Above VWAP,254.4,High,,24.0,,-
INTC,Technology,34.4,-0.91,25.82,39.59,Neutral,4.7,36.9752,Bearish,★★☆☆☆ →,-7.12,0.0,-6.98,No,Not expected,Not imminent,1.9,Decreasing,0.05,-7.12,-0.8092,-0.1191,-0.6901,9.36,10.2,25.1543,42.0037,38.0478,34.0918,Above VWAP,34.05,Low,,31.0,,-
MSTR,Technology,208.01,6.44,23.69,31.28,Neutral,7.9,244.0416,Bearish,★★☆☆☆ →,-15.78,0.0,-14.76,No,Not expected,Not imminent,1.8,Increasing,0.0,-15.78,-20.9372,-18.5268,-2.4104,10.81,6.45,347.9745,311.9105,249.3435,186.7765,Balanced metrics,210.99,High,,42.0,,-
MRNA,Healthcare,24.94,0.75,22.61,46.51,Neutral,6.75,25.4717,Bearish,★★☆☆☆ →,5.03,0.0,-2.07,No,Not expected,Not imminent,1.8,Increasing,0.0,5.03,-0.2751,-0.2993,0.0242,28.98,32.55,30.4734,28.0106,25.5127,23.0149,Healthy momentum; Bullish MACD,25.19,High,,7.0,,-
AMD,Technology,230.96,-3.98,21.35,47.55,Neutral,6.34,240.7586,Bearish,★★☆☆☆ →,-7.64,0.0,-4.07,No,Not expected,Not imminent,2.0,Increasing,0.05,-7.64,0.2266,4.1338,-3.9072,35.25,48.69,151.478,269.4703,247.7507,226.0312,Above VWAP,234.23,High,,32.0,,-
NVDA,Technology,181.76,-2.59,21.17,42.59,Neutral,4.55,190.5239,Bearish,★★☆☆☆ →,-8.52,0.0,-4.6,No,Not expected,Not imminent,1.9,Increasing,0.05,-8.52,-1.6717,0.5348,-2.2065,21.91,27.67,142.8171,209.6726,193.1025,176.5324,Above VWAP,182.47,Low,,34.0,,-
ZS,Technology,293.91,-0.34,21.13,37.67,Neutral,3.71,312.8227,Bearish,★★☆☆☆ →,-10.48,0.0,-6.05,No,Not expected,Not imminent,2.2,Increasing,0.06,-10.48,-5.3037,0.0169,-5.3206,10.43,11.84,245.0786,343.3328,318.9845,294.6362,Above VWAP,292.5,Low,,36.0,,-
META,Communication Services,598.54,-0.58,20.27,24.86,Oversold,4.11,647.0457,Bearish,★★☆☆☆ ↑,-4.59,0.0,-7.5,No,Not expected,Not imminent,2.2,Increasing,0.01,-4.59,-25.0994,-24.3748,-0.7246,9.35,7.28,651.9174,776.4316,660.195,543.9584,Balanced metrics,597.54,Low,,27.0,,-
SHOP,Technology,140.65,0.52,19.65,33.59,Neutral,5.85,155.7723,Bearish,★★☆☆☆ →,-12.6,0.0,-9.7,No,Not expected,Not imminent,2.1,Increasing,0.05,-12.6,-5.9462,-2.8089,-3.1373,8.44,10.37,118.3949,186.4951,161.7562,137.0174,Above VWAP,141.82,High,,40.0,,-
TSLA,Consumer Cyclical,402.18,-1.65,19.57,40.91,Neutral,5.68,429.9249,Bearish,★★☆☆☆ →,-9.47,0.0,-6.45,No,Not expected,Not imminent,1.9,Increasing,0.0,-9.47,-10.5425,-4.234,-6.3085,24.5,20.07,341.7449,480.056,438.7915,397.527,Above VWAP,402.74,High,,35.0,,-
PLTR,Technology,167.38,-2.26,18.91,40.14,Neutral,6.56,181.4965,Bearish,★★☆☆☆ →,-12.25,0.0,-7.78,No,Not expected,Not imminent,2.3,Increasing,0.06,-12.25,-4.2241,-1.0799,-3.1442,14.83,17.85,117.9773,207.0295,185.2765,163.5235,Above VWAP,166.2,High,,39.0,,-
AMZN,Consumer Cyclical,222.99,-4.24,17.6,40.76,Neutral,3.95,235.3325,Bearish,★★☆☆☆ →,-10.56,0.0,-5.25,No,Not expected,Not imminent,1.9,Increasing,0.06,-10.56,-0.2836,3.3297,-3.6133,21.03,33.49,214.8829,259.2472,236.3824,213.5175,Above VWAP,224.25,Low,,37.0,,-
HD,Consumer Cyclical,337.31,-5.79,15.48,18.43,Oversold,2.45,371.5282,Bearish,★★☆☆☆ ↑,-11.95,0.0,-9.21,No,Not expected,Not imminent,1.8,Increasing,0.0,-11.95,-8.6191,-5.4424,-3.1767,5.64,11.58,379.8985,398.4663,374.295,350.1237,Balanced metrics,336.15,Low,,38.0,,-
SEDG,Technology,35.12,2.47,12.44,45.46,Neutral,12.52,37.8223,Bearish,★☆☆☆☆ →,10.36,0.0,-7.16,No,Not expected,Not imminent,2.2,Increasing,0.11,10.36,-0.4611,0.313,-0.7741,26.87,33.45,22.2105,45.2276,37.8748,30.5219,Healthy momentum; Above VWAP,36.23,High,,3.0,,-
CELH,Consumer Defensive,40.71,1.37,11.81,25.86,Oversold,9.03,50.0829,Bearish,★☆☆☆☆ ↑,-31.65,0.0,-18.71,No,Not expected,Not imminent,2.4,Increasing,0.03,-31.65,-4.8126,-3.8958,-0.9169,5.77,9.97,38.3019,71.5684,52.947,34.3256,Above VWAP,40.88,High,,44.0,,-
