Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
CRM,Technology,232.56,-1.89,36.3,37.66,Neutral,3.27,245.115,Bearish,★★☆☆☆ →,-8.6,0.0,-5.12,No,Not expected,Not imminent,1.9,Decreasing,0.0,-8.6,-3.7428,-1.7964,-1.9465,16.72,23.6,275.9488,265.8612,248.9145,231.9678,Balanced metrics,234.45,Low,,34.0,,New
SMCI,Technology,35.24,3.36,34.19,30.59,Neutral,7.82,42.4098,Bearish,★★☆☆☆ →,-25.64,0.0,-16.89,No,Not expected,Not imminent,1.9,Decreasing,0.01,-25.64,-3.9144,-3.2128,-0.7016,8.12,6.52,41.6642,57.9998,44.2857,30.5717,Balanced metrics,35.07,High,,43.0,,New
SPY,Unknown,662.71,-0.44,33.93,41.02,Neutral,1.29,673.4191,Bearish,★★☆☆☆ →,-1.86,0.0,-1.59,No,Not expected,Not imminent,2.2,Increasing,0.05,-1.86,-1.9862,0.6729,-2.6591,25.35,35.65,605.1445,691.4974,676.8,662.1026,Above VWAP,665.05,Low,,17.0,,New
GLD,Unknown,374.59,0.79,32.99,52.75,Neutral,1.68,373.3506,Neutral,★★☆☆☆ →,3.39,0.0,0.33,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.39,1.4126,1.5095,-0.097,48.03,61.35,314.5717,386.1884,372.3765,358.5646,Above VWAP; Above BB Middle,375.08,Low,,9.0,,New
WMT,Consumer Defensive,101.99,-0.94,32.35,44.34,Neutral,1.6,102.9654,Neutral,★★☆☆☆ →,-0.28,0.0,-0.95,No,Not expected,Not imminent,2.4,Decreasing,0.03,-0.28,-0.3054,-0.3553,0.05,70.17,61.67,95.4591,106.5958,103.1267,99.6577,Bullish MACD; Bullish Stochastic; Above VWAP,102.17,Low,,15.0,,New
CVX,Energy,153.84,-0.63,32.07,47.76,Neutral,2.02,154.7749,Neutral,★★☆☆☆ →,0.29,0.0,-0.6,No,Not expected,Not imminent,2.3,Increasing,0.0,0.29,0.1482,0.1711,-0.0229,48.22,50.6,148.4674,157.8298,154.928,152.0262,Above VWAP,153.52,Low,,13.0,,New
AAPL,Technology,268.38,0.34,32.0,56.03,Neutral,2.07,267.3998,Neutral,★★☆☆☆ →,-0.52,0.0,0.37,No,Not expected,Not imminent,2.5,Increasing,0.12,-0.52,1.824,3.0107,-1.1867,33.13,49.57,225.3737,277.2299,268.6791,260.1283,Above VWAP,269.36,Low,,16.0,,New
MSFT,Technology,495.36,-2.39,31.93,38.15,Neutral,2.35,510.5364,Bearish,★★☆☆☆ →,-3.69,0.0,-2.97,No,Not expected,Not imminent,2.1,Increasing,0.05,-3.69,-4.2042,-3.1468,-1.0574,24.22,24.26,453.7343,541.7527,514.9001,488.0475,Above VWAP,495.27,Low,,24.0,,New
QQQ,Unknown,599.34,-0.72,31.89,41.08,Neutral,1.87,613.2087,Bearish,★★☆☆☆ →,-3.22,0.0,-2.26,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.22,-3.2646,0.3748,-3.6394,21.21,27.53,537.4181,639.6485,618.3615,597.0746,Above VWAP,601.41,Low,,22.0,,New
QCOM,Technology,166.29,-0.28,30.98,43.54,Neutral,3.69,172.2756,Bearish,★★☆☆☆ →,-3.79,0.0,-3.47,No,Not expected,Not imminent,2.1,Decreasing,0.04,-3.79,-1.0242,0.5988,-1.6231,21.09,21.37,157.4681,185.8335,174.7445,163.6555,Above VWAP,167.08,Low,,25.0,,New
FSLR,Technology,255.55,0.79,30.35,53.68,Neutral,5.69,254.002,Neutral,★★☆☆☆ →,-2.72,0.0,0.61,No,Not expected,Not imminent,1.6,Increasing,0.07,-2.72,2.789,6.1128,-3.3238,43.64,47.3,173.0483,285.7446,254.589,223.4334,Above VWAP; Above BB Middle,256.63,High,,19.0,,-
CAT,Industrials,547.42,-0.84,30.07,52.26,Neutral,3.27,550.246,Neutral,★★☆☆☆ →,-0.03,0.0,-0.51,No,Not expected,Not imminent,2.3,Increasing,0.05,-0.03,3.5496,9.3504,-5.8008,26.75,38.02,394.7929,599.2671,554.6816,510.096,Above VWAP,548.13,Low,,14.0,,-
UBER,Technology,90.97,-1.23,29.87,40.67,Neutral,3.43,93.5271,Bearish,★★☆☆☆ →,-3.9,0.0,-2.73,No,Not expected,Not imminent,1.9,Increasing,0.02,-3.9,-0.9251,-0.6226,-0.3026,18.92,20.48,80.3702,98.4494,94.0247,89.6001,Above VWAP,90.83,Low,,27.0,,-
IWM,Unknown,234.17,0.61,29.72,38.34,Neutral,1.89,241.3055,Bearish,★★☆☆☆ →,-2.91,0.0,-2.96,No,Not expected,Not imminent,2.0,Increasing,0.03,-2.91,-2.7189,-1.4017,-1.3172,15.8,17.5,219.9363,252.8282,243.138,233.4478,Above VWAP,233.86,Low,,21.0,,-
ENPH,Technology,27.89,1.31,29.41,35.64,Neutral,6.66,31.2687,Bearish,★★☆☆☆ →,-3.86,0.0,-10.81,No,Not expected,Not imminent,1.7,Increasing,0.0,-3.86,-1.5476,-1.3574,-0.1902,6.75,6.93,44.3938,37.7425,31.6375,25.5325,Balanced metrics,28.16,High,,26.0,,-
PANW,Technology,202.12,-0.38,28.21,38.08,Neutral,2.77,210.5465,Bearish,★★☆☆☆ →,-5.78,0.0,-4.0,No,Not expected,Not imminent,2.1,Increasing,0.05,-5.78,-2.8333,-0.7901,-2.0432,21.04,18.8,189.141,225.5489,213.6185,201.6881,Above VWAP,202.34,Low,,30.0,,-
AVGO,Technology,342.39,-0.08,28.04,45.23,Neutral,4.14,350.8927,Bearish,★★☆☆☆ →,-2.71,0.0,-2.42,No,Not expected,Not imminent,2.1,Increasing,0.05,-2.71,-3.4646,-0.6232,-2.8414,23.42,22.15,244.6381,381.6305,355.868,330.1055,Above VWAP,343.46,Low,,18.0,,-
CRWD,Technology,515.43,-2.71,27.99,46.13,Neutral,3.5,529.8872,Bearish,★★☆☆☆ →,-3.46,0.0,-2.73,No,Not expected,Not imminent,2.0,Increasing,0.11,-3.46,1.2474,6.9047,-5.6573,32.05,37.69,418.9716,563.6191,535.9108,508.2024,Above VWAP,519.57,Low,,23.0,,-
NKE,Consumer Cyclical,62.48,-0.67,27.77,40.22,Neutral,2.87,64.4584,Bearish,★★☆☆☆ →,2.04,0.0,-3.07,No,Not expected,Not imminent,1.5,Increasing,0.0,2.04,-0.7756,-1.0883,0.3128,40.38,44.87,67.9786,70.3412,64.5715,58.8018,Bullish MACD,62.02,Low,,11.0,,-
COIN,Financial Services,265.46,0.57,27.34,33.54,Neutral,7.75,308.0339,Bearish,★★☆☆☆ →,-13.62,0.0,-13.82,No,Not expected,Not imminent,1.8,Increasing,0.01,-13.62,-17.3251,-12.0403,-5.2847,9.47,10.61,292.1138,373.2007,315.9495,258.6983,Balanced metrics,264.2,High,,41.0,,-
INTC,Technology,34.53,-0.53,25.92,40.03,Neutral,4.68,36.9876,Bearish,★★☆☆☆ →,-6.76,0.0,-6.66,No,Not expected,Not imminent,1.9,Decreasing,0.05,-6.76,-0.7947,-0.1162,-0.6785,9.92,10.38,25.153,41.9853,38.0543,34.1232,Above VWAP,34.19,Low,,31.0,,-
MSTR,Technology,209.63,7.27,25.31,32.08,Neutral,7.84,244.1964,Bearish,★★☆☆☆ →,-15.12,0.0,-14.15,No,Not expected,Not imminent,1.8,Increasing,0.0,-15.12,-20.7567,-18.4907,-2.2659,11.44,6.66,348.0314,311.7695,249.4248,187.08,Balanced metrics,212.03,High,,42.0,,-
NVDA,Technology,183.05,-1.9,22.83,43.54,Neutral,4.52,190.6467,Bearish,★★☆☆☆ →,-7.87,0.0,-3.98,No,Not expected,Not imminent,1.9,Increasing,0.05,-7.87,-1.5283,0.5635,-2.0918,23.24,28.11,142.8094,209.5603,193.167,176.7737,Above VWAP,183.63,Low,,33.0,,-
AMD,Technology,232.19,-3.46,22.45,48.08,Neutral,6.31,240.8762,Bearish,★★☆☆☆ →,-7.14,0.0,-3.61,No,Not expected,Not imminent,2.0,Increasing,0.05,-7.14,0.3638,4.1613,-3.7974,36.3,49.04,151.4681,269.3371,247.8125,226.2879,Above VWAP,235.41,High,,32.0,,-
MRNA,Healthcare,24.77,0.04,22.29,45.6,Neutral,6.78,25.455,Bearish,★★☆☆☆ →,4.29,0.0,-2.69,No,Not expected,Not imminent,1.8,Increasing,0.0,4.29,-0.2945,-0.3032,0.0086,28.03,32.23,30.4749,28.0115,25.504,22.9965,Bullish MACD,25.02,High,,8.0,,-
ZS,Technology,294.98,0.02,21.05,38.21,Neutral,3.69,312.9246,Bearish,★★☆☆☆ →,-10.15,0.0,-5.73,No,Not expected,Not imminent,2.2,Increasing,0.06,-10.15,-5.1848,0.0407,-5.2255,11.18,12.1,245.0692,343.158,319.038,294.918,Above VWAP,293.6,Low,,37.0,,-
META,Communication Services,601.38,-0.1,20.35,25.4,Oversold,4.09,647.3162,Bearish,★★☆☆☆ ↑,-4.14,0.0,-7.1,No,Not expected,Not imminent,2.2,Increasing,0.01,-4.14,-24.7839,-24.3117,-0.4722,10.32,7.61,651.9456,776.263,660.337,544.411,Balanced metrics,600.38,Low,,28.0,,-
SHOP,Technology,140.8,0.62,20.29,33.78,Neutral,5.84,155.7861,Bearish,★★☆☆☆ →,-12.51,0.0,-9.62,No,Not expected,Not imminent,2.1,Increasing,0.05,-12.51,-5.9301,-2.8057,-3.1244,8.55,10.41,118.3878,186.4764,161.7635,137.0506,Above VWAP,141.96,High,,40.0,,-
TSLA,Consumer Cyclical,402.44,-1.58,19.6,40.97,Neutral,5.67,429.9498,Bearish,★★☆☆☆ →,-9.41,0.0,-6.4,No,Not expected,Not imminent,1.9,Increasing,0.0,-9.41,-10.5134,-4.2282,-6.2852,24.6,20.1,341.736,480.0203,438.8046,397.5889,Above VWAP,402.99,High,,35.0,,-
AMZN,Consumer Cyclical,224.2,-3.72,19.35,41.56,Neutral,3.93,235.448,Bearish,★★☆☆☆ →,-10.08,0.0,-4.78,No,Not expected,Not imminent,1.9,Increasing,0.06,-10.08,-0.1488,3.3567,-3.5055,22.15,33.87,214.8804,259.1643,236.443,213.7217,Above VWAP,225.38,Low,,36.0,,-
PLTR,Technology,168.75,-1.46,18.77,40.86,Neutral,6.51,181.627,Bearish,★★☆☆☆ →,-11.53,0.0,-7.09,No,Not expected,Not imminent,2.3,Increasing,0.06,-11.53,-4.0719,-1.0495,-3.0224,15.89,18.2,117.9712,206.8682,185.345,163.8218,Above VWAP,167.7,High,,38.0,,-
HD,Consumer Cyclical,338.19,-5.54,15.49,18.68,Oversold,2.41,371.612,Bearish,★★☆☆☆ ↑,-11.72,0.0,-8.99,No,Not expected,Not imminent,1.8,Increasing,0.0,-11.72,-8.5213,-5.4228,-3.0985,5.17,11.43,379.9456,398.2284,374.339,350.4496,Balanced metrics,337.11,Low,,39.0,,-
SEDG,Technology,36.06,5.22,12.43,47.14,Neutral,12.19,37.9123,Bearish,★☆☆☆☆ →,13.32,0.0,-4.89,No,Not expected,Not imminent,2.2,Increasing,0.11,13.32,-0.3561,0.334,-0.6901,28.59,34.02,22.2071,45.2121,37.922,30.6319,Healthy momentum; Above VWAP,36.96,High,,2.0,,-
CELH,Consumer Defensive,41.12,2.4,11.62,27.08,Oversold,8.94,50.1224,Bearish,★☆☆☆☆ ↑,-30.95,0.0,-17.95,No,Not expected,Not imminent,2.4,Increasing,0.03,-30.95,-4.7665,-3.8865,-0.88,6.41,10.19,38.3014,71.5325,52.9678,34.403,Above VWAP,41.32,High,,44.0,,-
