Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
CAT,Industrials,560.44,1.33,31.83,57.43,Neutral,3.15,551.4213,Bullish,★★☆☆☆ →,-1.64,0.0,1.64,No,Not expected,Not imminent,2.3,Decreasing,0.04,-1.64,2.9326,6.998,-4.0654,31.77,26.8,395.6286,595.1645,558.6114,522.0584,Above VWAP; Above BB Middle,560.77,Low,,22.0,,-
INTC,Technology,36.04,2.65,30.28,47.76,Neutral,4.62,36.7204,Bearish,★★☆☆☆ →,-3.22,0.0,-1.85,No,Not expected,Not imminent,1.9,Decreasing,0.04,-3.22,-0.7333,-0.3583,-0.375,22.26,14.56,25.198,42.088,37.848,33.608,Above VWAP,36.06,Low,,26.0,,-
NKE,Consumer Cyclical,63.5,1.37,29.67,44.48,Neutral,2.83,64.2111,Bearish,★★☆☆☆ →,2.6,0.0,-1.11,No,Not expected,Not imminent,1.5,Increasing,0.0,2.6,-0.6483,-0.9488,0.3006,43.32,40.59,67.9186,68.7222,63.941,59.1597,Bullish MACD,63.45,Low,,8.0,,-
PFE,Healthcare,24.67,-0.86,29.54,49.27,Neutral,2.81,24.7972,Neutral,★★☆☆☆ →,1.0,0.0,-0.53,No,Not expected,Not imminent,1.8,Increasing,0.02,1.0,0.1539,0.1874,-0.0335,45.93,50.09,23.9706,25.8962,24.6277,23.3592,Above VWAP; Above BB Middle,24.74,Low,,12.0,,-
CRWD,Technology,526.34,1.11,29.25,50.9,Neutral,3.53,528.6109,Neutral,★★☆☆☆ →,-1.16,0.0,-0.43,No,Not expected,Not imminent,2.0,Increasing,0.09,-1.16,-0.7687,4.1748,-4.9435,19.28,23.85,419.7877,560.2168,537.0646,513.9124,Above VWAP,526.46,Low,,18.0,,-
NVDA,Technology,191.56,2.7,27.86,51.6,Neutral,4.48,190.2464,Neutral,★★☆☆☆ →,1.85,0.0,0.69,No,Not expected,Not imminent,1.9,Increasing,0.04,1.85,-1.2275,-0.1944,-1.0331,23.34,20.96,143.1277,208.8267,193.8645,178.9023,Above VWAP,191.45,Low,,10.0,,-
SHOP,Technology,152.06,4.15,27.11,46.67,Neutral,5.46,154.5607,Bearish,★★☆☆☆ →,-2.56,0.0,-1.62,No,Not expected,Not imminent,2.1,Increasing,0.04,-2.56,-4.5882,-3.6196,-0.9687,23.32,14.44,118.6646,186.0774,160.197,134.3166,Above VWAP,151.32,High,,24.0,,-
NFLX,Communication Services,109.26,-0.67,26.95,41.67,Neutral,3.07,112.4576,Bearish,★★☆☆☆ →,-0.4,0.0,-2.84,No,Not expected,Not imminent,2.2,Increasing,0.01,-0.4,-0.7554,-0.769,0.0137,40.24,44.11,106.9901,115.2232,111.0454,106.8675,Bullish MACD; Above VWAP,108.81,Low,,16.5,,-
AMZN,Consumer Cyclical,225.36,1.2,26.7,43.36,Neutral,3.11,233.2592,Bearish,★★☆☆☆ →,-7.27,0.0,-3.39,No,Not expected,Not imminent,1.9,Increasing,0.06,-7.27,-2.3496,1.3788,-3.7284,9.28,14.3,215.0149,258.4633,236.811,215.1587,Above VWAP,225.52,Low,,36.0,,-
TSLA,Consumer Cyclical,422.11,4.49,26.15,48.12,Neutral,5.38,426.8734,Bearish,★★☆☆☆ →,-5.34,0.0,-1.12,No,Not expected,Not imminent,2.0,Increasing,0.0,-5.34,-8.9822,-6.2816,-2.7007,28.85,25.68,342.0727,480.0089,435.6525,391.2961,Above VWAP,420.87,High,,32.5,,-
UBER,Technology,86.76,-3.09,25.73,31.66,Neutral,3.65,92.5292,Bearish,★★☆☆☆ →,-5.82,0.0,-6.24,No,Not expected,Not imminent,1.9,Increasing,0.02,-5.82,-1.5753,-0.8991,-0.6762,6.56,13.12,80.5625,99.2487,93.4925,87.7363,Above VWAP,86.71,Low,,34.0,,-
FSLR,Technology,257.55,2.26,25.49,55.03,Neutral,4.97,253.8942,Bullish,★★☆☆☆ →,-5.31,0.0,1.44,No,Not expected,Not imminent,1.7,Decreasing,0.06,-5.31,1.4565,4.3952,-2.9388,32.6,36.19,173.2264,281.8009,257.274,232.7471,Above VWAP; Above BB Middle,256.76,Low,,31.0,,-
SEDG,Technology,36.49,9.06,24.64,48.62,Neutral,12.37,37.2949,Bearish,★★☆☆☆ →,-6.15,0.0,-2.16,No,Not expected,Not imminent,2.2,Increasing,0.09,-6.15,-0.7695,-0.0971,-0.6724,25.39,24.35,22.355,45.2448,37.5905,29.9362,Above VWAP,36.17,High,,35.0,,-
ZS,Technology,292.38,0.19,23.02,37.16,Neutral,3.61,309.0023,Bearish,★★☆☆☆ →,-8.04,0.0,-5.38,No,Not expected,Not imminent,2.2,Increasing,0.06,-8.04,-7.0404,-2.4485,-4.592,6.15,7.38,245.4737,346.1523,316.8193,287.4862,Above VWAP,291.51,Low,,37.0,,-
HD,Consumer Cyclical,336.43,0.58,22.29,20.26,Oversold,2.47,364.9302,Bearish,★★☆☆☆ ↑,-8.84,0.0,-7.81,No,Not expected,Not imminent,1.8,Increasing,0.0,-8.84,-11.5234,-7.5046,-4.0188,5.54,5.15,379.254,401.4933,369.1,336.7068,Balanced metrics,335.31,Low,,39.0,,-
PLTR,Technology,167.88,1.49,21.82,41.18,Neutral,6.6,178.811,Bearish,★★☆☆☆ →,-4.09,0.0,-6.11,No,Not expected,Not imminent,2.4,Increasing,0.06,-4.09,-5.183,-2.5331,-2.65,8.45,10.96,118.7246,208.4269,184.1407,159.8546,Above VWAP,167.81,High,,29.0,,-
SMCI,Technology,34.29,1.68,21.01,29.92,Oversold,7.74,40.8621,Bearish,★★☆☆☆ ↑,-14.99,0.0,-16.07,No,Not expected,Not imminent,2.0,Decreasing,0.01,-14.99,-3.7623,-3.4431,-0.3192,5.05,5.51,42.1606,56.988,42.6487,28.3095,Balanced metrics,34.26,High,,43.0,,-
AMD,Technology,225.01,0.65,20.79,45.19,Neutral,6.68,237.724,Bearish,★★☆☆☆ →,-5.34,0.0,-5.35,No,Not expected,Not imminent,2.0,Increasing,0.04,-5.34,-3.1979,1.6842,-4.8821,11.76,22.21,151.9985,271.5145,246.8845,222.2545,Above VWAP,226.9,High,,32.5,,-
META,Communication Services,598.22,1.34,18.13,27.97,Oversold,2.94,637.4414,Bearish,★★☆☆☆ ↑,-3.35,0.0,-6.15,No,Not expected,Not imminent,2.2,Decreasing,0.01,-3.35,-23.5376,-24.3355,0.7979,15.24,11.23,652.0024,756.9825,646.209,535.4355,Bullish MACD,598.38,Low,,27.0,,-
MSTR,Technology,182.08,-2.37,17.06,25.6,Oversold,8.78,233.088,Bearish,★★☆☆☆ ↑,-23.24,0.0,-21.88,No,Not expected,Not imminent,1.9,Increasing,0.0,-23.24,-22.7966,-19.9736,-2.823,8.45,9.71,345.4649,308.9297,239.4255,169.9213,Balanced metrics,185.08,High,,44.0,,-
PANW,Technology,193.09,-3.41,13.81,29.94,Oversold,3.01,207.8789,Bearish,★★☆☆☆ ↑,-8.65,0.0,-7.12,No,Not expected,Not imminent,2.0,Increasing,0.04,-8.65,-4.4492,-1.9622,-2.487,6.96,12.97,189.2054,228.0374,211.8398,195.6422,Above VWAP,193.35,Low,,38.0,,-
CELH,Consumer Defensive,40.73,-1.14,11.92,26.84,Oversold,9.16,48.4212,Bearish,★☆☆☆☆ ↑,-9.61,0.0,-15.88,No,Not expected,Not imminent,2.3,Increasing,0.03,-9.61,-4.4101,-4.1146,-0.2955,5.31,5.13,38.4101,69.7428,50.8625,31.9822,Above VWAP,40.73,High,,40.0,,-
