Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
RNGTU,10.2,0.2,73.73,64.05,Neutral,0.22,10.1779,Neutral,★★★★☆ →,0.1,0.0,
IRT,16.66,0.6,73.7,57.43,Neutral,2.26,16.3133,Bullish,★★★★☆ →,2.78,0.0,
FOX,58.46,-0.83,73.69,59.26,Neutral,2.79,57.3932,Bullish,★★★★☆ →,1.99,0.0,
HCA,472.65,-0.13,73.69,64.04,Neutral,2.89,459.7083,Bullish,★★★★☆ →,2.4,0.0,
ISRG,546.14,-0.61,73.68,58.76,Neutral,2.31,537.5858,Bullish,★★★★☆ →,1.36,0.0,
PTNM,10.39,0.0,73.67,62.75,Neutral,0.0,10.3029,Neutral,★★★★☆ →,0.0,0.0,
CBOE,258.35,-0.62,73.66,66.67,Neutral,2.2,250.1021,Bullish,★★★★☆ →,4.63,0.0,
EPRT,30.86,0.26,73.66,56.46,Neutral,1.95,30.4335,Bullish,★★★★☆ →,2.56,0.0,
JCI,118.72,-1.23,73.65,58.5,Neutral,2.68,116.7134,Bullish,★★★★☆ →,4.89,0.0,
QMMM,119.4,0.0,73.63,62.53,Neutral,0.0,118.1424,Bullish,★★★★☆ →,0.0,0.0,
SRLN,41.3,0.04,73.6,64.02,Neutral,0.14,41.2208,Neutral,★★★★☆ →,0.12,0.0,
BTI,54.13,-0.64,73.57,56.29,Neutral,1.59,53.5043,Bullish,★★★★☆ →,3.22,0.0,
EFC,13.74,0.73,73.56,57.0,Neutral,2.06,13.5172,Bullish,★★★★☆ →,1.93,0.0,
APGE,65.5,4.02,73.5,77.0,Overbought,5.17,56.9412,Bullish,★★★★☆ ↓,20.52,0.0,
INDA,54.76,0.27,73.49,57.94,Neutral,0.79,54.2319,Neutral,★★★★☆ →,1.38,0.0,
PSQ,30.9,0.49,73.49,55.97,Neutral,1.61,30.416,Bullish,★★★★☆ →,2.32,0.0,
BBJP,69.41,1.14,73.45,58.92,Neutral,0.92,68.5856,Bullish,★★★★☆ →,0.58,0.0,
QSR,68.8,0.17,73.42,56.49,Neutral,2.16,67.9301,Bullish,★★★★☆ →,3.88,0.0,
FOXA,64.84,-0.92,73.41,58.78,Neutral,2.86,63.747,Bullish,★★★★☆ →,1.92,0.0,
ALC,77.65,-1.22,73.39,58.01,Neutral,2.3,75.8882,Bullish,★★★★☆ →,5.1,0.0,
FNF,58.26,-0.56,73.37,57.95,Neutral,2.34,56.9934,Bullish,★★★★☆ →,5.22,0.0,
SBLK,18.86,-0.32,73.31,57.47,Neutral,2.46,18.4723,Bullish,★★★★☆ →,5.07,0.0,
AMLP,46.95,1.51,73.27,65.41,Neutral,1.08,46.0066,Bullish,★★★★☆ →,2.88,0.0,
PINC,28.18,-0.02,73.27,62.59,Neutral,0.16,28.0923,Neutral,★★★★☆ →,0.12,0.0,
RPRX,38.97,-0.5,73.27,58.57,Neutral,3.18,38.1468,Bullish,★★★★☆ →,3.55,0.0,
AFL,114.34,-0.58,73.26,65.66,Neutral,1.82,111.3413,Bullish,★★★★☆ →,6.89,0.0,
CPB,31.29,0.19,73.2,54.6,Neutral,2.24,30.8215,Bullish,★★★★☆ →,4.61,0.0,
PSX,139.7,-1.84,73.18,57.33,Neutral,2.95,137.199,Bullish,★★★★☆ →,2.91,0.0,
QYLD,17.43,0.01,73.18,61.24,Neutral,0.51,17.3547,Neutral,★★★★☆ →,0.18,0.0,
BJ,94.38,0.41,73.17,56.51,Neutral,2.54,92.3183,Bullish,★★★★☆ →,3.92,0.0,
HR,18.17,0.5,73.16,56.34,Neutral,1.94,17.9437,Bullish,★★★★☆ →,4.45,0.0,
JNJ,196.49,0.28,73.16,70.33,Overbought,1.43,190.8507,Bullish,★★★★☆ ↓,5.15,0.0,
CELC,92.68,7.77,73.15,78.09,Overbought,4.88,75.0397,Bullish,★★★★☆ ↓,23.26,0.0,
MAT,19.2,-0.72,73.13,56.39,Neutral,2.41,18.878,Bullish,★★★★☆ →,4.75,0.0,
KMI,27.43,0.04,73.12,61.51,Neutral,1.73,26.7209,Bullish,★★★★☆ →,6.15,0.0,
CMA,78.31,0.26,73.11,56.4,Neutral,1.95,77.6013,Neutral,★★★★☆ →,2.82,0.0,
MDT,96.39,0.54,73.09,62.98,Neutral,1.55,93.9828,Bullish,★★★★☆ →,6.6,0.0,
DLTR,104.75,1.55,73.06,58.12,Neutral,3.29,102.0272,Bullish,★★★★☆ →,3.87,0.0,
FTV,51.59,-0.71,73.03,61.24,Neutral,2.83,50.6795,Bullish,★★★★☆ →,2.97,0.0,
PECO,34.72,0.2,73.01,56.78,Neutral,1.38,34.4689,Neutral,★★★★☆ →,2.0,0.0,
JMST,50.92,0.0,73.0,63.34,Neutral,0.1,50.8783,Neutral,★★★★☆ →,0.12,0.0,
EWJ,83.98,1.17,73.0,58.35,Neutral,0.96,83.0501,Bullish,★★★★☆ →,0.41,0.0,
DE,476.23,0.6,72.97,55.49,Neutral,2.25,470.3718,Bullish,★★★★☆ →,3.09,0.0,
EXE,117.28,-0.58,72.92,70.47,Overbought,3.32,110.2012,Bullish,★★★★☆ ↓,7.06,0.0,
L,104.53,0.11,72.9,70.79,Overbought,1.47,101.9759,Bullish,★★★★☆ ↓,3.87,0.0,
FAF,63.72,-0.45,72.89,55.65,Neutral,2.5,62.7552,Bullish,★★★★☆ →,2.54,0.0,
VNOM,37.8,-0.4,72.88,56.14,Neutral,2.7,37.0745,Bullish,★★★★☆ →,4.6,0.0,
BNS,67.45,0.27,72.85,66.61,Neutral,1.3,66.0292,Bullish,★★★★☆ →,2.68,0.0,
NVS,132.62,1.04,72.81,63.99,Neutral,1.35,128.7845,Bullish,★★★★☆ →,6.09,0.0,
PBA,38.66,-0.15,72.79,54.44,Neutral,1.82,38.1305,Bullish,★★★★☆ →,3.76,0.0,
BSCR,19.74,0.05,72.78,62.65,Neutral,0.11,19.7155,Neutral,★★★★☆ →,0.18,0.0,
XLV,151.98,0.1,72.77,75.8,Overbought,1.25,147.5884,Bullish,★★★★☆ ↓,4.74,0.0,
XOP,133.23,-0.58,72.76,58.95,Neutral,2.23,129.8314,Bullish,★★★★☆ →,5.8,0.0,
YUMC,46.28,0.24,72.75,62.17,Neutral,2.23,44.8453,Bullish,★★★★☆ →,3.26,0.0,
MCD,307.03,0.0,72.74,55.18,Neutral,1.71,304.0615,Neutral,★★★★☆ →,2.61,0.0,
KR,66.75,0.07,72.74,55.77,Neutral,1.87,65.5349,Bullish,★★★★☆ →,5.26,0.0,
CM,87.17,1.18,72.74,72.06,Overbought,1.43,84.0402,Bullish,★★★★☆ ↓,4.01,0.0,
IGF,62.18,0.52,72.74,56.81,Neutral,0.86,61.7236,Neutral,★★★★☆ →,1.49,0.0,
MDU,20.72,0.51,72.72,65.72,Neutral,2.11,20.1064,Bullish,★★★★☆ →,6.72,0.0,
CDP,28.92,0.31,72.64,55.62,Neutral,1.96,28.6392,Neutral,★★★★☆ →,2.01,0.0,
DFAI,37.09,-0.16,72.59,56.8,Neutral,0.84,36.8222,Neutral,★★★★☆ →,1.28,0.0,
PHYS,31.16,-1.73,72.59,54.69,Neutral,1.85,30.8356,Bullish,★★★★☆ →,2.84,0.0,
AEM,168.11,-0.45,72.56,54.26,Neutral,3.52,164.998,Bullish,★★★★☆ →,3.45,0.0,
AON,350.13,-0.23,72.53,54.33,Neutral,2.17,345.7184,Bullish,★★★★☆ →,3.03,0.0,
XBI,114.2,0.17,72.51,64.85,Neutral,2.36,110.516,Bullish,★★★★☆ →,5.7,0.0,
DG,104.3,0.11,72.51,56.49,Neutral,2.61,101.8734,Bullish,★★★★☆ →,5.17,0.0,
SH,37.05,0.43,72.51,55.93,Neutral,1.13,36.6713,Bullish,★★★★☆ →,1.12,0.0,
IBB,164.19,0.53,72.51,70.24,Overbought,1.99,158.5375,Bullish,★★★★☆ ↓,4.27,0.0,
NNN,41.48,0.58,72.46,54.54,Neutral,1.87,40.9826,Bullish,★★★★☆ →,4.17,0.0,
GM,70.52,-1.91,72.41,65.19,Neutral,2.04,68.1441,Bullish,★★★★☆ →,3.37,0.0,
SDS,14.43,0.8,72.39,54.89,Neutral,2.23,14.1626,Bullish,★★★★☆ →,1.94,0.0,
FYBR,37.81,-0.08,72.36,60.41,Neutral,0.37,37.7267,Neutral,★★★★☆ →,0.32,0.0,
SLB,36.75,-0.51,72.36,56.45,Neutral,2.78,36.1025,Bullish,★★★★☆ →,1.74,0.0,
TMV,35.26,-0.4,72.34,58.93,Neutral,2.01,34.2142,Bullish,★★★★☆ →,3.55,0.0,
GDX,76.16,-1.16,72.31,54.42,Neutral,3.52,74.459,Bullish,★★★★☆ →,6.82,0.0,
UHS,225.52,0.21,72.31,60.95,Neutral,2.71,220.4993,Bullish,★★★★☆ →,0.59,0.0,
BCS,21.7,-2.47,72.3,55.99,Neutral,1.77,21.4541,Bullish,★★★★☆ →,0.88,0.0,
FR,55.73,-0.59,72.29,57.16,Neutral,1.74,55.3457,Neutral,★★★★☆ →,0.85,0.0,
ADC,73.78,0.11,72.29,56.53,Neutral,1.53,73.2554,Neutral,★★★★☆ →,1.04,0.0,
LKSPU,10.11,-0.39,72.29,59.71,Neutral,0.72,10.0871,Neutral,★★★★☆ →,0.4,0.0,
POR,49.45,0.04,72.28,71.84,Overbought,1.99,47.6939,Bullish,★★★★☆ ↓,4.35,0.0,
A,146.82,-0.05,72.27,57.01,Neutral,2.56,145.4368,Neutral,★★★★☆ →,1.47,0.0,
NUE,147.39,-0.26,72.27,56.08,Neutral,2.93,144.7163,Bullish,★★★★☆ →,2.15,0.0,
CTVA,66.0,-0.3,72.22,58.51,Neutral,2.09,64.3851,Bullish,★★★★☆ →,6.35,0.0,
AHR,48.32,0.17,72.2,69.43,Neutral,2.8,46.3518,Bullish,★★★★☆ →,5.62,0.0,
GLDM,80.9,-1.84,72.19,54.03,Neutral,1.74,80.3478,Neutral,★★★★☆ →,1.93,0.0,
CTRE,35.88,0.39,72.17,55.98,Neutral,2.61,35.4439,Bullish,★★★★☆ →,1.61,0.0,
BKR,48.73,2.57,72.13,56.5,Neutral,2.95,47.6323,Bullish,★★★★☆ →,0.66,0.0,
TS,40.75,0.17,72.1,66.66,Neutral,1.99,39.37,Bullish,★★★★☆ →,2.36,0.0,
IBN,31.15,0.58,72.07,53.45,Neutral,1.33,30.7907,Bullish,★★★★☆ →,2.2,0.0,
PFE,25.05,-0.04,72.06,55.46,Neutral,2.56,24.733,Bullish,★★★★☆ →,4.9,0.0,
SKT,34.0,0.21,72.06,56.21,Neutral,2.37,33.5833,Bullish,★★★★☆ →,1.01,0.0,
CSIQ,33.58,17.33,72.06,77.58,Overbought,11.38,23.8497,Bullish,★★★★☆ ↓,47.47,0.0,
CB,295.49,-0.25,72.04,68.0,Neutral,1.57,285.631,Bullish,★★★★☆ →,6.2,0.0,
GMAB,30.26,0.07,72.03,55.16,Neutral,2.38,29.7932,Bullish,★★★★☆ →,5.4,0.0,
SUI,126.94,0.09,72.02,54.41,Neutral,2.02,125.543,Bullish,★★★★☆ →,1.71,0.0,
ALL,214.3,1.49,72.0,72.51,Overbought,1.82,201.9854,Bullish,★★★★☆ ↓,12.05,0.0,
HAS,77.71,-1.51,71.98,54.66,Neutral,2.03,77.084,Neutral,★★★★☆ →,2.45,0.0,
SPG,183.13,0.22,71.98,56.69,Neutral,1.74,181.0917,Bullish,★★★★☆ →,0.3,0.0,
ELME,16.84,0.18,71.97,56.27,Neutral,1.15,16.682,Neutral,★★★★☆ →,2.68,0.0,
ACI,18.21,1.39,71.96,53.14,Neutral,2.21,17.9751,Bullish,★★★★☆ →,3.52,0.0,
PNFP,88.82,-0.41,71.93,53.11,Neutral,2.28,87.5814,Bullish,★★★★☆ →,3.91,0.0,
GILD,125.02,-0.14,71.91,62.36,Neutral,2.97,121.2062,Bullish,★★★★☆ →,2.43,0.0,
HLT,269.67,-0.08,71.91,54.52,Neutral,2.14,267.1008,Neutral,★★★★☆ →,4.08,0.0,
APLE,11.74,0.77,71.9,53.76,Neutral,2.52,11.5926,Bullish,★★★★☆ →,2.89,0.0,
CMS,73.94,0.01,71.89,54.54,Neutral,1.85,73.4071,Neutral,★★★★☆ →,2.77,0.0,
EQNR,24.44,0.16,71.85,53.68,Neutral,1.78,24.1844,Bullish,★★★★☆ →,1.88,0.0,
UPS,94.16,-1.9,71.8,56.21,Neutral,2.54,93.0212,Bullish,★★★★☆ →,0.98,0.0,
DBX,30.36,-0.13,71.76,54.97,Neutral,2.99,29.8347,Bullish,★★★★☆ →,2.22,0.0,
HALO,70.03,-1.63,71.76,58.21,Neutral,3.4,68.3868,Bullish,★★★★☆ →,5.79,0.0,
TAK,14.11,-1.26,71.73,53.21,Neutral,1.73,13.9582,Bullish,★★★★☆ →,4.06,0.0,
ELS,62.12,0.73,71.68,53.81,Neutral,1.86,61.6325,Neutral,★★★★☆ →,2.85,0.0,
SNV,46.5,-0.58,71.66,52.9,Neutral,2.37,45.8969,Bullish,★★★★☆ →,3.86,0.0,
RCI,38.29,-0.21,71.66,55.93,Neutral,1.74,37.9769,Neutral,★★★★☆ →,0.6,0.0,
BMRN,54.73,0.94,71.55,55.35,Neutral,3.4,53.5448,Bullish,★★★★☆ →,3.56,0.0,
OVV,38.91,-0.62,71.53,54.02,Neutral,3.1,38.2419,Bullish,★★★★☆ →,4.34,0.0,
PUK,28.42,-0.47,71.51,55.21,Neutral,1.6,28.2546,Neutral,★★★★☆ →,1.3,0.0,
WM,208.79,-0.18,71.49,52.2,Neutral,1.78,206.2117,Bullish,★★★★☆ →,4.04,0.0,
BWA,44.8,-1.32,71.49,54.95,Neutral,2.62,44.4144,Neutral,★★★★☆ →,2.21,0.0,
TRNO,60.44,-0.49,71.42,54.67,Neutral,2.3,59.9349,Neutral,★★★★☆ →,4.38,0.0,
RRC,37.99,-0.64,71.42,54.85,Neutral,3.25,37.4009,Bullish,★★★★☆ →,2.58,0.0,
NEA,11.53,0.24,71.42,57.9,Neutral,0.94,11.4582,Neutral,★★★★☆ →,-0.36,0.0,
IFF,65.88,-2.3,71.34,57.72,Neutral,2.77,64.0528,Bullish,★★★★☆ →,6.12,0.0,
UUP,28.17,0.21,71.25,59.43,Neutral,0.36,28.0724,Neutral,★★★★☆ →,-0.53,0.0,
PB,66.76,-0.07,71.23,55.68,Neutral,2.34,66.0728,Bullish,★★★★☆ →,0.59,0.0,
COO,72.13,0.53,71.17,56.05,Neutral,2.34,70.9935,Bullish,★★★★☆ →,3.31,0.0,
IBM,305.69,0.27,71.07,56.72,Neutral,3.06,301.8611,Bullish,★★★★☆ →,0.87,0.0,
SONY,29.19,-3.07,71.05,53.0,Neutral,2.47,28.8576,Bullish,★★★★☆ →,4.6,0.0,
HON,199.04,0.18,70.99,53.36,Neutral,1.79,197.3499,Neutral,★★★★☆ →,1.24,0.0,
TSN,53.6,-0.71,70.98,53.14,Neutral,2.55,53.1135,Neutral,★★★★☆ →,2.99,0.0,
WPC,67.46,-0.27,70.92,53.37,Neutral,1.64,67.0976,Neutral,★★★★☆ →,2.34,0.0,
CCEP,90.36,0.16,70.91,55.97,Neutral,2.32,89.0897,Bullish,★★★★☆ →,6.49,0.0,
KDP,27.21,0.29,70.89,52.15,Neutral,2.34,26.9423,Neutral,★★★★☆ →,2.83,0.0,
STLD,154.51,-0.58,70.88,54.69,Neutral,2.91,153.075,Neutral,★★★★☆ →,1.9,0.0,
KRG,22.51,0.04,70.84,53.56,Neutral,2.08,22.3697,Neutral,★★★★☆ →,1.99,0.0,
XP,18.58,-0.43,70.82,54.19,Neutral,3.14,18.3801,Bullish,★★★★☆ →,2.65,0.0,
QID,21.13,1.0,70.77,55.11,Neutral,3.13,20.5349,Bullish,★★★★☆ →,4.4,0.0,
ROK,373.74,-0.9,70.77,55.34,Neutral,3.14,370.652,Neutral,★★★★☆ →,3.86,0.0,
VFLO,38.08,-0.57,70.76,53.88,Neutral,1.32,37.9256,Neutral,★★★★☆ →,1.75,0.0,
HEFA,41.15,-0.24,70.74,55.88,Neutral,0.81,40.9748,Neutral,★★★★☆ →,0.24,0.0,
RYAN,56.45,-0.72,70.72,54.97,Neutral,3.07,55.4407,Bullish,★★★★☆ →,6.13,0.0,
TW,109.71,0.17,70.72,52.81,Neutral,2.37,108.5981,Bullish,★★★★☆ →,4.63,0.0,
MLI,106.92,-0.21,70.7,59.11,Neutral,2.2,105.6636,Bullish,★★★★☆ →,-1.0,0.0,
MNST,71.61,0.42,70.66,62.19,Neutral,2.54,69.3551,Bullish,★★★★☆ →,7.09,0.0,
JPIE,46.24,0.02,70.64,58.44,Neutral,0.11,46.2017,Neutral,★★★★☆ →,0.09,0.0,
GIL,58.63,1.84,70.62,52.03,Neutral,2.79,58.09,Neutral,★★★★☆ →,1.16,0.0,
MGA,49.09,-0.79,70.58,57.79,Neutral,2.35,48.1686,Bullish,★★★★☆ →,-0.37,0.0,
ROIV,20.13,-0.79,70.58,62.92,Neutral,3.8,19.581,Bullish,★★★★☆ →,1.31,0.0,
VAL,56.51,-0.9,70.51,56.97,Neutral,3.92,55.0869,Bullish,★★★★☆ →,3.26,0.0,
