Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
AAPL,Technology,272.09,1.31,38.58,61.68,Neutral,2.04,267.8732,Bullish,★★★☆☆ →,0.96,0.0,1.57,No,Not expected,Not imminent,2.5,Increasing,0.1,0.96,1.4973,2.4332,-0.9359,35.06,28.61,225.5953,275.1889,269.7882,264.3875,Above VWAP; Above BB Middle,272.65,Low,,11.0,,New
COIN,Financial Services,251.02,-2.44,34.31,30.19,Neutral,7.49,297.9454,Bearish,★★☆☆☆ →,-14.97,0.0,-15.75,No,Not expected,Not imminent,1.8,Decreasing,0.01,-14.97,-20.0534,-14.8039,-5.2495,5.54,6.61,291.5107,377.983,309.027,240.071,Balanced metrics,250.57,High,,42.0,,New
IWM,Unknown,235.94,1.08,33.58,41.95,Neutral,1.96,240.0613,Bearish,★★☆☆☆ →,-1.83,0.0,-1.72,No,Not expected,Not imminent,2.0,Increasing,0.03,-1.83,-2.7763,-1.9412,-0.8351,20.84,15.69,220.0435,253.0579,242.0835,231.1091,Above VWAP,235.7,Low,,19.0,,New
GLD,Unknown,374.79,-0.05,33.25,52.9,Neutral,1.64,373.6077,Neutral,★★☆☆☆ →,2.38,0.0,0.32,No,Not expected,Not imminent,2.1,Decreasing,0.03,2.38,1.0018,1.353,-0.3512,49.68,47.74,315.2305,385.4281,372.0485,358.6689,Above VWAP; Above BB Middle,374.81,Low,,8.0,,New
ENPH,Technology,27.29,1.49,33.21,34.68,Neutral,6.91,30.4898,Bearish,★★☆☆☆ →,-12.45,0.0,-10.49,No,Not expected,Not imminent,1.7,Decreasing,0.0,-12.45,-1.6377,-1.4667,-0.171,4.82,4.47,44.1745,36.7123,30.746,24.7797,Balanced metrics,27.39,High,,41.0,,New
SPY,Unknown,668.9,0.95,32.87,47.82,Neutral,1.37,671.854,Neutral,★★☆☆☆ →,-0.21,0.0,-0.44,No,Not expected,Not imminent,2.2,Increasing,0.04,-0.21,-2.649,-0.609,-2.04,26.73,22.2,605.7838,692.5424,676.267,659.9916,Above VWAP,668.54,Low,,15.0,,New
CRM,Technology,227.46,-0.18,32.83,34.36,Neutral,3.15,242.0218,Bearish,★★☆☆☆ →,-4.94,0.0,-6.02,No,Not expected,Not imminent,1.8,Increasing,0.0,-4.94,-5.3531,-2.9578,-2.3952,8.16,11.65,275.3781,266.5926,246.144,225.6954,Balanced metrics,229.29,Low,,29.0,,New
QQQ,Unknown,605.54,0.95,32.65,46.5,Neutral,1.95,611.0928,Neutral,★★☆☆☆ →,-1.0,0.0,-0.91,No,Not expected,Not imminent,2.3,Increasing,0.04,-1.0,-3.9686,-1.2774,-2.6912,20.76,18.41,538.2392,640.8358,617.677,594.5182,Above VWAP,605.68,Low,,17.0,,New
MRNA,Healthcare,23.9,-1.16,32.57,41.9,Neutral,5.87,25.2088,Bearish,★★☆☆☆ →,-1.77,0.0,-5.19,No,Not expected,Not imminent,1.8,Decreasing,0.0,-1.77,-0.4228,-0.3325,-0.0903,25.1,27.1,30.3693,27.7919,25.2605,22.7291,Balanced metrics,23.82,High,,18.0,,New
CVX,Energy,152.13,0.28,32.18,47.77,Neutral,1.86,152.974,Neutral,★★☆☆☆ →,0.58,0.0,-0.55,No,Not expected,Not imminent,2.2,Increasing,0.0,0.58,-0.0523,0.1299,-0.1822,32.48,40.51,146.839,155.8776,153.0481,150.2187,Above VWAP,151.93,Low,,13.0,,New
QCOM,Technology,166.26,0.09,32.1,43.97,Neutral,3.61,171.076,Bearish,★★☆☆☆ →,-4.0,0.0,-2.81,No,Not expected,Not imminent,2.1,Decreasing,0.04,-4.0,-1.8243,-0.253,-1.5714,20.04,18.28,157.4982,186.4531,174.3367,162.2204,Above VWAP,166.53,Low,,26.5,,-
MSFT,Technology,487.03,-0.02,31.57,34.11,Neutral,2.18,506.1575,Bearish,★★☆☆☆ →,-2.03,0.0,-3.78,No,Not expected,Not imminent,2.1,Increasing,0.04,-2.03,-6.8037,-4.3398,-2.4639,11.25,17.09,454.3262,543.0594,511.474,479.8886,Above VWAP,487.51,Low,,20.0,,-
NFLX,Communication Services,109.07,-0.84,29.84,41.36,Neutral,3.08,112.4395,Bearish,★★☆☆☆ →,-0.57,0.0,-2.99,No,Not expected,Not imminent,2.2,Increasing,0.01,-0.57,-0.7765,-0.7733,-0.0033,39.57,43.88,106.991,115.2316,111.0358,106.8401,Above VWAP,108.62,Low,,16.0,,-
NKE,Consumer Cyclical,63.17,0.85,29.81,43.15,Neutral,2.84,64.1798,Bearish,★★☆☆☆ →,2.07,0.0,-1.57,No,Not expected,Not imminent,1.5,Increasing,0.0,2.07,-0.6848,-0.9562,0.2713,41.49,39.98,67.9178,68.7144,63.9245,59.1346,Bullish MACD,63.09,Low,,9.0,,-
INTC,Technology,35.67,1.61,29.74,46.11,Neutral,4.67,36.6856,Bearish,★★☆☆☆ →,-4.2,0.0,-2.76,No,Not expected,Not imminent,1.9,Decreasing,0.04,-4.2,-0.7739,-0.3664,-0.4075,20.49,13.97,25.1991,42.1055,37.8297,33.5539,Above VWAP,35.68,Low,,28.0,,-
PFE,Healthcare,24.68,-0.78,29.54,49.51,Neutral,2.81,24.7991,Neutral,★★☆☆☆ →,1.09,0.0,-0.46,No,Not expected,Not imminent,1.8,Increasing,0.02,1.09,0.1561,0.1878,-0.0317,46.17,50.17,23.9707,25.8973,24.6287,23.3601,Above VWAP; Above BB Middle,24.76,Low,,10.0,,-
CAT,Industrials,554.73,0.29,29.18,55.23,Neutral,3.18,550.8776,Neutral,★★☆☆☆ →,-2.64,0.0,0.7,No,Not expected,Not imminent,2.3,Decreasing,0.04,-2.64,2.2983,6.8712,-4.5729,27.63,25.42,395.6498,594.9081,558.326,521.7439,Above VWAP,555.01,Low,,22.0,,-
CRWD,Technology,520.29,-0.06,29.08,48.36,Neutral,3.57,528.0345,Bearish,★★☆☆☆ →,-2.3,0.0,-1.47,No,Not expected,Not imminent,2.0,Increasing,0.09,-2.3,-1.4412,4.0403,-5.4815,15.79,22.69,419.7913,560.6508,536.762,512.8732,Above VWAP,521.55,Low,,21.0,,-
NVDA,Technology,189.16,1.42,27.26,49.61,Neutral,4.54,190.0178,Neutral,★★☆☆☆ →,0.57,0.0,-0.45,No,Not expected,Not imminent,1.9,Increasing,0.04,0.57,-1.4942,-0.2477,-1.2464,20.88,20.14,143.1355,208.8226,193.7445,178.6664,Above VWAP,189.41,Low,,14.0,,-
SHOP,Technology,150.24,2.9,26.17,44.88,Neutral,5.53,154.3874,Bearish,★★☆☆☆ →,-3.72,0.0,-2.69,No,Not expected,Not imminent,2.1,Increasing,0.04,-3.72,-4.7905,-3.66,-1.1305,21.88,13.96,118.6771,186.1193,160.106,134.0927,Above VWAP,149.76,High,,25.0,,-
TSLA,Consumer Cyclical,419.0,3.72,25.78,47.13,Neutral,5.42,426.5772,Bearish,★★☆☆☆ →,-6.03,0.0,-1.78,No,Not expected,Not imminent,2.0,Increasing,0.0,-6.03,-9.3278,-6.3507,-2.9771,27.71,25.3,342.0841,480.0746,435.497,390.9194,Above VWAP,418.05,High,,32.0,,-
AMZN,Consumer Cyclical,224.24,0.7,25.73,42.24,Neutral,3.12,233.1526,Bearish,★★☆☆☆ →,-7.74,0.0,-3.82,No,Not expected,Not imminent,1.9,Increasing,0.06,-7.74,-2.474,1.3539,-3.8279,8.34,13.99,215.0153,258.5374,236.755,214.9726,Above VWAP,224.51,Low,,35.0,,-
UBER,Technology,86.29,-3.62,25.57,30.88,Neutral,3.71,92.4844,Bearish,★★☆☆☆ →,-6.33,0.0,-6.7,No,Not expected,Not imminent,1.9,Increasing,0.02,-6.33,-1.6275,-0.9095,-0.718,6.79,13.2,80.5646,99.3435,93.469,87.5945,Above VWAP,86.23,Low,,33.5,,-
FSLR,Technology,254.75,1.14,23.36,53.34,Neutral,5.02,253.6275,Neutral,★★☆☆☆ →,-6.33,0.0,0.44,No,Not expected,Not imminent,1.7,Decreasing,0.06,-6.33,1.1454,4.333,-3.1876,30.13,35.37,173.2327,281.6862,257.134,232.5818,Above VWAP,254.49,High,,33.5,,-
ZS,Technology,289.7,-0.72,22.6,35.59,Neutral,3.69,308.7475,Bearish,★★☆☆☆ →,-8.88,0.0,-6.17,No,Not expected,Not imminent,2.2,Increasing,0.06,-8.88,-7.3376,-2.5079,-4.8297,4.27,6.75,245.4743,346.5082,316.6855,286.8628,Above VWAP,288.8,Low,,37.0,,-
HD,Consumer Cyclical,335.08,0.17,22.41,18.44,Oversold,2.48,364.8016,Bearish,★★☆☆☆ ↑,-9.21,0.0,-8.15,No,Not expected,Not imminent,1.8,Increasing,0.0,-9.21,-11.6735,-7.5346,-4.1388,4.68,4.87,379.2487,401.7168,369.0325,336.3482,Balanced metrics,333.75,Low,,38.0,,-
PLTR,Technology,166.38,0.58,21.91,39.92,Neutral,6.66,178.6677,Bearish,★★☆☆☆ →,-4.95,0.0,-6.88,No,Not expected,Not imminent,2.4,Increasing,0.06,-4.95,-5.3502,-2.5665,-2.7837,7.34,10.59,118.7294,208.5721,184.0655,159.5589,Above VWAP,166.21,High,,30.0,,-
SEDG,Technology,35.81,7.02,21.41,47.42,Neutral,12.6,37.2302,Bearish,★★☆☆☆ →,-7.9,0.0,-3.81,No,Not expected,Not imminent,2.2,Increasing,0.09,-7.9,-0.8451,-0.1123,-0.7328,24.15,23.94,22.3567,45.2374,37.5565,29.8756,Above VWAP,35.66,High,,36.0,,-
SMCI,Technology,33.9,0.52,21.28,28.66,Oversold,7.83,40.825,Bearish,★★☆☆☆ ↑,-15.95,0.0,-16.95,No,Not expected,Not imminent,2.0,Decreasing,0.01,-15.95,-3.8056,-3.4518,-0.3538,4.39,5.29,42.1597,57.0174,42.6292,28.2411,Balanced metrics,33.84,High,,43.0,,-
AMD,Technology,223.44,-0.05,20.72,44.37,Neutral,6.74,237.5745,Bearish,★★☆☆☆ →,-6.0,0.0,-5.95,No,Not expected,Not imminent,2.0,Increasing,0.04,-6.0,-3.3723,1.6493,-5.0216,10.56,21.81,152.0071,271.7377,246.806,221.8743,Above VWAP,225.28,High,,31.0,,-
META,Communication Services,594.2,0.66,18.48,25.67,Oversold,2.96,637.0582,Bearish,★★☆☆☆ ↑,-4.0,0.0,-6.73,No,Not expected,Not imminent,2.2,Decreasing,0.01,-4.0,-23.9847,-24.4249,0.4402,13.53,10.66,651.9552,757.1623,646.0078,534.8533,Bullish MACD,594.38,Low,,26.5,,-
MSTR,Technology,179.6,-3.7,17.14,25.15,Oversold,9.0,232.8513,Bearish,★★☆☆☆ ↑,-24.29,0.0,-22.87,No,Not expected,Not imminent,1.9,Increasing,0.0,-24.29,-23.0727,-20.0288,-3.0439,8.46,9.72,345.4156,309.2446,239.3013,169.3579,Balanced metrics,183.21,High,,44.0,,-
PANW,Technology,191.33,-4.29,12.66,28.71,Oversold,3.08,207.7117,Bearish,★★☆☆☆ ↑,-9.48,0.0,-7.89,No,Not expected,Not imminent,2.0,Increasing,0.04,-9.48,-4.6443,-2.0012,-2.6431,6.27,12.74,189.2032,228.3905,211.752,195.1135,Above VWAP,191.59,Low,,39.0,,-
CELH,Consumer Defensive,40.63,-1.37,11.8,26.73,Oversold,9.18,48.4122,Bearish,★☆☆☆☆ ↑,-9.82,0.0,-16.06,No,Not expected,Not imminent,2.3,Increasing,0.03,-9.82,-4.4206,-4.1167,-0.3039,5.16,5.08,38.4102,69.7489,50.8578,31.9666,Above VWAP,40.63,High,,40.0,,-
