Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
ALB,Basic Materials,124.5,-0.94,73.73,73.95,Overbought,5.54,107.7262,Bullish,★★★★☆ ↓,36.42,0.0,15.57,No,Likely soon,Not imminent,2.0,Increasing,0.5,36.42,7.5228,5.1399,2.3829,92.69,88.29,77.1649,127.7762,104.7305,81.6848,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,125.1,High,,19.0,,New
MPLX,Energy,53.9,1.08,73.51,75.17,Overbought,1.59,51.537,Bullish,★★★★☆ ↓,6.82,0.0,4.58,Possible,Not expected,Imminent,2.1,Increasing,1.0,6.82,0.9953,0.8353,0.16,95.36,92.93,48.4322,54.2695,51.1895,48.1096,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,53.79,High,,241.0,,New
AMGN,Healthcare,339.59,-0.82,73.06,72.5,Overbought,2.75,323.0669,Bullish,★★★★☆ ↓,7.6,0.0,5.11,No,Not expected,Not imminent,2.0,Increasing,0.33,7.6,10.5297,9.7835,0.7462,93.07,92.98,284.9218,359.5683,317.234,274.8997,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,339.82,High,,214.5,,New
SQM,Basic Materials,62.47,-1.0,72.84,78.6,Overbought,5.12,52.8592,Bullish,★★★★☆ ↓,35.01,0.0,18.18,Possible,Likely soon,Not imminent,1.7,Increasing,0.5,35.01,4.0684,2.7763,1.2921,88.56,87.64,40.9524,62.9742,51.1925,39.4108,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,62.73,High,,23.0,,New
L,Financial Services,106.21,0.86,72.69,75.64,Overbought,1.55,102.888,Bullish,★★★★☆ ↓,4.51,0.0,3.23,Possible,Not expected,Imminent,2.3,Increasing,1.0,4.51,1.3635,1.0514,0.3121,96.07,93.2,90.2987,107.1499,102.0475,96.9451,Strong trend; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,105.84,High,,349.5,,-
COGT,Healthcare,35.94,2.88,72.49,83.61,Overbought,10.07,26.5144,Bullish,★★★★☆ ↓,144.19,0.0,35.57,Possible,Likely soon,Not imminent,2.0,Increasing,1.0,144.19,4.7848,4.004,0.7809,93.21,90.35,12.5368,42.9297,23.8032,4.6768,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,35.91,High,,8.0,,-
RVMD,Healthcare,71.93,1.98,72.22,85.46,Overbought,3.59,63.2058,Bullish,★★★★☆ ↓,17.18,0.0,13.79,Possible,Likely soon,Imminent,1.7,Increasing,1.0,17.18,3.8983,3.3892,0.5091,95.91,95.52,43.1211,72.8659,62.6473,52.4286,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,72.62,High,,73.0,,-
LLY,Healthcare,1053.49,0.37,72.2,84.66,Overbought,3.15,956.8693,Bullish,★★★★☆ ↓,12.54,0.0,10.1,Possible,Likely soon,Not imminent,2.4,Increasing,1.0,12.54,48.4997,43.989,4.5107,96.96,96.07,785.9409,1107.9771,936.9988,766.0205,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,1054.96,High,,114.0,,-
LLYX,Unknown,25.68,0.89,72.11,84.93,Overbought,5.77,21.4975,Bullish,★★★★☆ ↓,25.56,0.0,19.44,Possible,Likely soon,Not imminent,2.2,Increasing,1.0,25.56,2.0492,1.8097,0.2396,96.59,95.6,14.6626,27.7868,20.6034,13.4199,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,25.8,High,,40.0,,-
OLMA,Healthcare,22.22,14.33,71.75,86.15,Overbought,10.71,11.6642,Bullish,★★★★☆ ↓,171.25,0.0,90.45,Possible,Likely soon,Not imminent,2.1,Increasing,1.0,171.25,2.8184,0.9313,1.8871,66.13,56.38,10.9466,19.2337,10.2317,1.2298,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,19.41,High,,7.0,,-
JNJ,Healthcare,203.7,0.59,71.73,79.56,Overbought,1.5,194.0107,Bullish,★★★★☆ ↓,8.95,0.0,4.99,Possible,Not expected,Imminent,2.1,Increasing,1.0,8.95,3.6227,2.0944,1.5283,97.22,95.94,161.5477,203.5788,191.9205,180.2622,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,205.08,High,,176.5,,-
CDTX,Healthcare,219.27,0.11,70.92,88.85,Overbought,5.56,148.2969,Bullish,★★★★☆ ↓,122.29,0.0,47.86,Possible,Likely soon,Not imminent,2.0,Increasing,1.0,122.29,31.6538,18.5072,13.1466,99.61,99.46,95.8938,234.7195,132.1195,29.5195,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,243.57,High,,9.0,,-
NYT,Communication Services,63.96,0.33,70.5,72.2,Overbought,2.26,61.1389,Bullish,★★★★☆ ↓,6.64,0.0,4.61,No,Not expected,Not imminent,2.3,Increasing,0.12,6.64,1.621,1.5425,0.0785,89.92,87.89,53.8483,66.7353,60.368,54.0007,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,63.86,High,,248.0,,-
GILD,Healthcare,127.44,-0.49,69.25,64.67,Neutral,2.61,123.0605,Bullish,★★★★☆ →,3.27,0.0,3.56,No,Not expected,Not imminent,2.1,Increasing,0.5,3.27,1.9394,1.4219,0.5175,95.08,89.52,106.5499,128.7601,122.35,115.9399,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,127.36,Low,,438.5,,-
XLV,Unknown,152.71,0.25,69.09,75.67,Overbought,1.26,148.8549,Bullish,★★★★☆ ↓,4.64,0.0,2.59,Possible,Not expected,Not imminent,1.9,Increasing,0.11,4.64,2.0329,1.8223,0.2106,83.22,80.89,138.1469,155.1457,148.1175,141.0893,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,152.64,High,,345.5,,-
UVXY,Unknown,53.92,354.64,69.06,94.44,Overbought,7.14,15.0905,Bullish,★★★★☆ ↓,385.77,0.0,257.31,Possible,Likely soon,Imminent,1.4,Increasing,1.0,385.77,4.9866,1.0429,3.9437,82.98,76.99,18.0074,32.2426,12.877,-6.4886,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,47.69,High,,3.0,,-
SRTY,Unknown,48.33,274.94,68.49,96.06,Overbought,6.63,15.3377,Bullish,★★★★☆ ↓,308.19,0.0,215.11,Possible,Likely soon,Imminent,1.6,Increasing,1.0,308.19,4.3761,1.0629,3.3132,87.98,86.3,15.2101,29.9224,13.419,-3.0844,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,50.09,High,,4.0,,-
SQQQ,Unknown,71.17,370.7,68.34,96.48,Overbought,6.72,19.7317,Bullish,★★★★☆ ↓,398.39,0.0,260.69,Possible,Likely soon,Imminent,1.7,Increasing,1.0,398.39,6.5322,1.3212,5.211,88.58,83.71,23.2664,42.3984,16.7255,-8.9474,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,57.66,High,,1.0,,-
SPXU,Unknown,52.49,280.05,68.2,96.88,Overbought,6.22,16.9634,Bullish,★★★★☆ ↓,293.74,0.0,209.4,Possible,Likely soon,Imminent,1.6,Increasing,1.0,293.74,4.504,0.9133,3.5907,87.25,82.06,17.5615,32.6394,14.9402,-2.7589,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,47.76,High,,5.0,,-
MNST,Consumer Defensive,72.34,0.06,68.19,62.94,Neutral,2.39,70.1857,Bullish,★★★★☆ →,9.09,0.0,3.07,No,Not expected,Not imminent,2.0,Increasing,0.33,9.09,1.0982,0.798,0.3002,92.13,89.76,59.3506,74.071,69.5065,64.942,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,72.27,Low,,171.0,,-
DTM,Energy,117.79,2.27,68.13,65.19,Neutral,2.38,113.0716,Bullish,★★★★☆ →,5.52,0.0,4.17,No,Not expected,Imminent,1.9,Increasing,1.0,5.52,1.5449,1.235,0.3099,81.19,79.37,100.6904,119.1838,111.9095,104.6352,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,117.22,Low,,301.0,,-
XBI,Unknown,116.88,2.08,67.91,68.76,Neutral,2.42,111.8735,Bullish,★★★★☆ →,6.94,0.0,4.48,No,Not expected,Imminent,2.1,Increasing,1.0,6.94,1.8284,1.552,0.2764,89.57,87.69,89.8483,117.0247,111.922,106.8193,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,116.99,Low,,234.0,,-
APA,Energy,24.83,3.24,67.86,57.7,Neutral,4.18,23.8819,Bullish,★★★★☆ →,5.03,0.0,3.97,No,Not expected,Not imminent,2.2,Increasing,0.33,5.03,0.408,0.3228,0.0852,71.22,70.8,20.0337,25.6347,23.5845,21.5343,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,24.82,Low,,316.0,,-
TRV,Financial Services,289.07,1.26,67.76,66.18,Neutral,1.74,280.8239,Bullish,★★★★☆ →,4.64,0.0,2.94,No,Not expected,Not imminent,1.9,Increasing,1.0,4.64,3.7365,3.2494,0.4871,86.77,83.69,258.8174,294.3038,278.4355,262.5672,Strong trend; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,288.62,Low,,345.5,,-
SDS,Unknown,70.91,381.73,67.66,98.39,Overbought,6.2,19.6773,Bullish,★★★★☆ ↓,393.8,0.0,260.36,Possible,Likely soon,Imminent,1.6,Increasing,1.0,393.8,6.3988,1.2949,5.1039,87.48,82.77,17.1713,42.3553,16.939,-8.4773,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,87.62,High,,2.0,,-
MRK,Healthcare,95.2,0.16,67.39,70.66,Overbought,2.94,90.1731,Bullish,★★★★☆ ↓,10.98,0.0,5.57,No,Not expected,Not imminent,1.9,Increasing,0.0,10.98,2.4418,1.6836,0.7582,86.58,86.32,85.1648,97.246,88.935,80.624,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,94.83,High,,138.0,,-
TNDM,Healthcare,19.66,4.88,67.12,70.71,Overbought,6.92,16.8529,Bullish,★★★★☆ ↓,47.45,0.0,16.63,No,Likely soon,Imminent,1.8,Increasing,0.0,47.45,1.1302,0.8452,0.285,93.09,90.97,19.403,20.1353,16.3048,12.4742,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,19.73,High,,15.0,,-
REGN,Healthcare,734.31,4.49,67.11,73.87,Overbought,3.08,668.0501,Bullish,★★★★☆ ↓,13.52,0.0,9.92,No,Likely soon,Imminent,2.2,Increasing,0.0,13.52,26.6122,22.7269,3.8853,89.41,88.79,609.6389,743.487,663.077,582.667,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,725.19,High,,102.0,,-
SRRK,Healthcare,40.29,1.51,66.99,71.85,Overbought,5.62,33.6201,Bullish,★★★★☆ ↓,39.9,0.0,19.84,No,Likely soon,Imminent,1.7,Increasing,0.0,39.9,2.5224,1.0414,1.4811,97.49,91.19,34.5544,40.2942,31.7803,23.2663,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,40.73,High,,17.0,,-
FRO,Energy,25.83,2.5,66.94,63.34,Neutral,2.97,24.5702,Bullish,★★★★☆ →,8.9,0.0,5.13,No,Not expected,Not imminent,1.8,Increasing,1.0,8.9,0.5043,0.3882,0.1161,88.6,87.29,18.0346,26.093,24.4855,22.878,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,25.78,Low,,178.0,,-
SMST,Unknown,69.33,0.0,66.87,72.84,Overbought,10.05,51.0161,Bullish,★★★★☆ ↓,50.0,0.0,35.9,No,Likely soon,Not imminent,1.8,Increasing,0.0,50.0,7.9205,6.042,1.8785,84.12,83.5,60.2517,72.1495,47.7132,23.2768,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,67.07,High,,13.0,,-
MH,Consumer Defensive,16.67,-1.3,66.84,73.64,Overbought,5.56,13.8015,Bullish,★★★★☆ ↓,48.31,0.0,20.78,No,Likely soon,Not imminent,1.9,Increasing,0.01,48.31,1.2542,0.6577,0.5965,94.85,90.25,14.3352,17.3738,12.9255,8.4772,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,16.96,High,,14.0,,-
EWTX,Healthcare,23.13,3.54,66.82,73.07,Overbought,6.28,19.6797,Bullish,★★★★☆ ↓,35.34,0.0,17.53,No,Likely soon,Not imminent,1.7,Increasing,0.0,35.34,1.5729,1.2958,0.277,80.45,79.16,19.0305,24.2717,19.0908,13.9098,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,22.96,High,,22.0,,-
YUMC,Consumer Cyclical,48.43,1.51,66.74,71.72,Overbought,2.32,45.6499,Bullish,★★★★☆ ↓,12.42,0.0,6.09,No,Not expected,Imminent,1.8,Increasing,0.0,12.42,1.0065,0.639,0.3675,93.93,92.03,45.9893,48.3565,45.133,41.9095,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,48.18,High,,115.0,,-
CVE,Energy,18.55,1.64,66.68,62.97,Neutral,2.79,17.7129,Bullish,★★★★☆ →,10.35,0.0,4.73,No,Not expected,Not imminent,2.0,Increasing,1.0,10.35,0.3478,0.2485,0.0993,93.46,88.34,14.9918,18.8383,17.492,16.1457,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,18.51,Low,,151.5,,-
URGN,Healthcare,25.5,0.91,66.39,69.87,Neutral,7.39,22.4667,Bullish,★★★★☆ →,8.33,0.0,13.5,No,Likely soon,Not imminent,1.9,Increasing,1.0,8.33,1.3234,1.236,0.0874,87.86,83.32,12.8573,26.5994,22.211,17.8226,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,25.8,High,,197.0,,-
B,Basic Materials,38.03,0.8,66.34,68.34,Neutral,3.76,35.2812,Bullish,★★★★☆ →,16.84,0.0,7.79,No,Not expected,Not imminent,2.0,Increasing,1.0,16.84,1.2893,0.9483,0.341,88.75,87.47,22.4076,39.2062,34.4545,29.7028,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,37.9,Low,,76.0,,-
GMED,Healthcare,84.16,0.41,66.3,78.73,Overbought,4.49,75.6456,Bullish,★★★★☆ ↓,36.38,0.0,11.26,Possible,Likely soon,Not imminent,1.7,Increasing,0.0,36.38,5.1662,5.1258,0.0405,87.85,87.68,68.7446,96.3075,73.0175,49.7275,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,84.13,High,,20.0,,-
TTE,Energy,64.46,0.41,66.27,62.43,Neutral,1.47,63.2035,Bullish,★★★★☆ →,5.47,0.0,1.98,No,Not expected,Not imminent,1.9,Increasing,0.14,5.47,0.8247,0.7875,0.0372,75.72,81.64,58.0574,65.9161,62.9783,60.0404,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,64.47,Low,,302.0,,-
IDYA,Healthcare,33.74,1.86,66.2,66.88,Neutral,4.51,31.5603,Bullish,★★★★☆ →,13.05,0.0,6.92,No,Not expected,Not imminent,2.0,Increasing,1.0,13.05,0.9265,0.7838,0.1427,81.25,79.07,23.0004,34.4326,31.7352,29.0379,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,33.76,Low,,106.0,,-
NVRI,Industrials,13.59,1.76,66.12,62.4,Neutral,4.84,12.9282,Bullish,★★★★☆ →,11.08,0.0,5.08,No,Not expected,Not imminent,2.1,Increasing,1.0,11.08,0.2499,0.183,0.0669,81.0,79.68,9.1804,13.9805,12.8458,11.711,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,13.63,Low,,135.0,,-
GRAL,Healthcare,95.54,8.61,65.96,63.17,Neutral,8.96,83.528,Bullish,★★★★☆ →,19.34,0.0,14.38,No,Likely soon,Imminent,1.9,Increasing,1.0,19.34,2.1894,1.6635,0.5259,63.86,50.78,41.0231,94.2746,85.4826,76.6905,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,94.6,High,,59.0,,-
IMNM,Healthcare,18.29,3.39,65.94,64.17,Neutral,6.95,16.6491,Bullish,★★★★☆ →,18.0,0.0,9.86,No,Likely soon,Not imminent,2.0,Increasing,1.0,18.0,0.6531,0.5576,0.0954,79.74,77.99,10.5914,18.5614,16.6,14.6386,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,18.4,High,,68.0,,-
SMFG,Financial Services,17.0,-0.12,65.91,58.74,Neutral,1.85,16.6248,Bullish,★★★★☆ →,3.91,0.0,2.26,No,Not expected,Not imminent,1.8,Increasing,0.14,3.91,0.225,0.1819,0.0431,62.2,69.51,15.1432,17.3535,16.5155,15.6775,Bullish MACD; Above VWAP; Above BB Middle,17.01,Low,,391.0,,-
TRP,Energy,54.97,0.56,65.9,65.93,Neutral,1.85,53.1391,Bullish,★★★★☆ →,8.95,0.0,3.44,No,Not expected,Not imminent,2.1,Increasing,0.14,8.95,0.8928,0.6306,0.2622,87.84,87.27,48.254,56.422,52.2653,48.1086,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,55.04,Low,,176.5,,-
EYPT,Healthcare,14.47,1.33,65.82,66.74,Neutral,7.42,12.5975,Bullish,★★★★☆ →,30.6,0.0,14.86,No,Likely soon,Not imminent,2.3,Increasing,1.0,30.6,0.5384,0.1059,0.4325,92.25,87.44,9.3634,14.3287,12.2725,10.2163,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,14.33,High,,25.0,,-
MDT,Healthcare,100.29,-0.04,65.8,71.94,Overbought,1.95,95.6555,Bullish,★★★★☆ ↓,11.36,0.0,4.85,No,Not expected,Not imminent,2.3,Increasing,0.33,11.36,1.8278,0.7779,1.0499,84.65,86.42,87.7536,101.042,94.0652,87.0885,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,100.35,High,,132.0,,-
LQDA,Healthcare,30.33,2.33,65.79,67.24,Neutral,7.07,27.0181,Bullish,★★★★☆ →,18.48,0.0,12.26,No,Likely soon,Not imminent,2.4,Increasing,1.0,18.48,1.4272,1.1407,0.2866,90.51,89.34,19.2592,31.5118,26.3221,21.1324,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,30.48,High,,63.0,,-
XOM,Energy,118.23,0.75,65.77,58.96,Neutral,1.83,116.1595,Bullish,★★★★☆ →,4.16,0.0,1.78,No,Not expected,Not imminent,2.1,Increasing,0.14,4.16,1.184,1.1486,0.0354,81.05,82.19,108.0317,120.3734,115.8281,111.2828,Bullish MACD; Above VWAP; Above BB Middle,118.09,Low,,373.0,,-
LABU,Unknown,144.69,7.27,65.73,68.16,Neutral,6.62,127.6245,Bullish,★★★★☆ →,21.78,0.0,13.37,No,Likely soon,Imminent,2.0,Increasing,1.0,21.78,5.656,4.522,1.1339,90.09,87.27,73.208,144.0039,127.608,111.2121,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,145.29,High,,51.0,,-
