Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
RYAN,56.53,0.14,72.12,55.27,Neutral,3.07,55.5444,Bullish,★★★★☆ →,2.94,0.0,
HALO,70.56,0.76,72.12,60.29,Neutral,3.47,68.5938,Bullish,★★★★☆ →,3.69,0.0,
FYBR,37.81,0.0,72.11,60.41,Neutral,0.34,37.7346,Neutral,★★★★☆ →,0.11,0.0,
YUMC,46.39,0.48,72.05,62.74,Neutral,2.27,44.8557,Bullish,★★★★☆ →,3.5,0.0,
PFE,25.07,0.02,72.04,55.65,Neutral,2.69,24.7344,Bullish,★★★★☆ →,4.96,0.0,
RWM,17.51,2.04,72.02,65.36,Neutral,1.81,16.8238,Bullish,★★★★☆ →,3.73,0.0,
UPS,94.23,-1.82,72.02,56.43,Neutral,2.54,93.0282,Bullish,★★★★☆ →,1.05,0.0,
APG,37.4,0.15,71.99,60.19,Neutral,3.13,36.3356,Bullish,★★★★☆ →,5.57,0.0,
TIGO,53.53,6.36,71.99,72.63,Overbought,3.62,48.7879,Bullish,★★★★☆ ↓,16.85,0.0,
RRC,38.16,-0.18,71.98,56.04,Neutral,3.33,37.4176,Bullish,★★★★☆ →,3.05,0.0,
WTRG,39.95,0.71,71.97,54.82,Neutral,2.28,39.447,Bullish,★★★★☆ →,4.95,0.0,
UUP,28.18,0.27,71.97,60.12,Neutral,0.36,28.0738,Neutral,★★★★☆ →,-0.48,0.0,
UHS,226.4,0.61,71.96,61.81,Neutral,2.92,220.5835,Bullish,★★★★☆ →,0.99,0.0,
GILD,124.09,-0.74,71.95,59.4,Neutral,2.99,121.4809,Bullish,★★★★☆ →,0.89,0.0,
BMY,46.83,0.4,71.92,55.24,Neutral,2.88,46.2929,Bullish,★★★★☆ →,2.73,0.0,
SMST,65.79,4.21,71.92,78.86,Overbought,8.85,45.8016,Bullish,★★★★☆ ↓,52.0,0.0,
FDX,264.97,-0.97,71.86,64.67,Neutral,2.46,255.9003,Bullish,★★★★☆ →,5.2,0.0,
FANG,146.37,-1.9,71.85,55.79,Neutral,2.81,143.3934,Bullish,★★★★☆ →,5.71,0.0,
ED,103.82,2.12,71.81,66.1,Neutral,1.91,99.7534,Bullish,★★★★☆ →,5.98,0.0,
BDX,190.87,-1.13,71.79,59.1,Neutral,2.73,186.0587,Bullish,★★★★☆ →,6.6,0.0,
TW,109.65,0.12,71.75,52.62,Neutral,2.4,108.5929,Neutral,★★★★☆ →,4.58,0.0,
ELV,330.95,1.57,71.75,52.35,Neutral,3.35,326.711,Bullish,★★★★☆ →,4.52,0.0,
CNQ,33.35,-0.67,71.74,65.05,Neutral,2.25,32.0982,Bullish,★★★★☆ →,6.3,0.0,
STLD,155.07,-0.22,71.69,55.64,Neutral,3.09,153.1288,Bullish,★★★★☆ →,2.28,0.0,
MPLX,52.79,-0.79,71.67,69.77,Neutral,1.56,50.885,Bullish,★★★★☆ →,5.31,0.0,
BMRN,54.46,-0.49,71.61,53.95,Neutral,3.03,53.632,Bullish,★★★★☆ →,3.69,0.0,
IQV,216.14,-2.03,71.59,55.68,Neutral,2.71,214.4689,Neutral,★★★★☆ →,2.46,0.0,
SJM,106.52,-2.4,71.58,54.13,Neutral,2.37,105.54,Neutral,★★★★☆ →,3.81,0.0,
SDS,14.6,1.99,71.5,57.94,Neutral,2.39,14.1788,Bullish,★★★★☆ →,3.14,0.0,
CL,78.82,0.98,71.49,52.89,Neutral,1.96,78.0768,Neutral,★★★★☆ →,2.96,0.0,
QYLD,17.39,-0.23,71.43,57.76,Neutral,0.55,17.3509,Neutral,★★★★☆ →,-0.06,0.0,
DAY,68.84,-0.23,71.34,57.96,Neutral,0.42,68.6561,Neutral,★★★★☆ →,0.34,0.0,
DD,38.66,-2.64,71.24,62.13,Neutral,3.38,37.4858,Bullish,★★★★☆ →,2.38,0.0,
HR,18.08,-0.5,71.23,54.03,Neutral,1.76,17.9567,Neutral,★★★★☆ →,4.05,0.0,
IBN,31.08,-0.22,71.19,52.51,Neutral,1.34,30.8182,Neutral,★★★★☆ →,2.2,0.0,
BSX,101.76,-0.91,71.17,53.39,Neutral,1.85,101.0918,Neutral,★★★★☆ →,2.95,0.0,
DG,103.14,-1.11,71.16,53.03,Neutral,2.69,101.9941,Bullish,★★★★☆ →,3.38,0.0,
ALC,76.61,-1.33,71.1,53.03,Neutral,2.31,75.9574,Neutral,★★★★☆ →,3.27,0.0,
SIVR,47.72,-1.03,71.02,53.71,Neutral,2.67,47.2824,Neutral,★★★★☆ →,6.29,0.0,
DLTR,103.67,-1.03,71.0,55.4,Neutral,3.21,102.1836,Bullish,★★★★☆ →,1.57,0.0,
XEL,81.31,0.91,70.95,57.19,Neutral,1.96,80.6226,Neutral,★★★★☆ →,-0.34,0.0,
DHT,13.59,-0.62,70.95,67.71,Neutral,2.55,13.086,Bullish,★★★★☆ →,5.64,0.0,
ORLY,99.56,0.77,70.95,54.12,Neutral,2.11,98.0021,Bullish,★★★★☆ →,6.11,0.0,
PBA,38.42,-0.76,70.91,52.14,Neutral,1.91,38.1081,Neutral,★★★★☆ →,3.13,0.0,
DINO,54.98,-2.1,70.9,55.91,Neutral,3.79,53.9496,Bullish,★★★★☆ →,2.84,0.0,
TXRH,169.71,1.41,70.84,53.31,Neutral,3.07,167.321,Bullish,★★★★☆ →,4.64,0.0,
CCEP,90.0,-0.4,70.84,54.36,Neutral,2.31,89.1764,Neutral,★★★★☆ →,5.14,0.0,
KR,66.1,-0.92,70.79,52.17,Neutral,1.99,65.472,Neutral,★★★★☆ →,4.22,0.0,
IFF,65.14,-1.12,70.78,54.6,Neutral,2.83,64.1563,Bullish,★★★★☆ →,5.94,0.0,
TD,81.46,0.14,70.77,54.52,Neutral,1.47,81.1219,Neutral,★★★★☆ →,1.15,0.0,
PMT,12.32,-1.12,70.66,53.95,Neutral,1.92,12.2448,Neutral,★★★★☆ →,1.15,0.0,
NOV,15.02,-4.42,70.66,55.32,Neutral,3.41,14.8339,Bullish,★★★★☆ →,1.86,0.0,
HCA,477.14,0.95,70.62,66.31,Neutral,2.78,461.369,Bullish,★★★★☆ →,1.16,0.0,
SCHO,24.36,0.04,70.57,57.66,Neutral,0.09,24.3427,Neutral,★★★★☆ →,0.12,0.0,
MMM,165.32,-1.35,70.5,53.93,Neutral,2.32,164.5018,Neutral,★★★★☆ →,3.39,0.0,
NEA,11.52,-0.13,70.48,56.7,Neutral,0.93,11.4636,Neutral,★★★★☆ →,-0.4,0.0,
SBRA,18.59,-0.32,70.47,53.74,Neutral,2.88,18.4454,Neutral,★★★★☆ →,3.39,0.0,
VGSH,58.74,0.03,70.46,58.25,Neutral,0.09,58.7028,Neutral,★★★★☆ →,0.07,0.0,
RTX,175.55,-0.01,70.39,55.54,Neutral,1.69,174.5283,Neutral,★★★★☆ →,-0.03,0.0,
TRVI,11.35,-0.18,70.39,57.75,Neutral,6.09,11.0374,Bullish,★★★★☆ →,4.51,0.0,
ALL,209.25,-2.36,70.38,61.51,Neutral,1.99,202.6773,Bullish,★★★★☆ →,7.16,0.0,
XENE,40.61,-0.37,70.36,52.85,Neutral,3.81,40.2072,Bullish,★★★★☆ →,3.89,0.0,
SPSB,30.18,0.02,70.32,57.99,Neutral,0.11,30.1697,Neutral,★★★★☆ →,0.08,0.0,
FOXA,64.55,-0.45,70.31,57.14,Neutral,2.94,63.8235,Bullish,★★★★☆ →,0.03,0.0,
RDY,13.98,0.25,70.26,51.47,Neutral,1.98,13.8669,Neutral,★★★★☆ →,3.75,0.0,
WM,207.95,-0.58,70.24,50.71,Neutral,1.84,206.1317,Neutral,★★★★☆ →,3.62,0.0,
EQT,59.02,-1.47,70.24,62.1,Neutral,3.32,57.0134,Bullish,★★★★☆ →,5.99,0.0,
SHY,82.82,-0.01,70.23,57.09,Neutral,0.08,82.7756,Neutral,★★★★☆ →,0.08,0.0,
SPTS,29.27,0.05,70.23,57.68,Neutral,0.1,29.2537,Neutral,★★★★☆ →,0.09,0.0,
SONY,29.1,-3.39,70.23,52.29,Neutral,2.5,28.8485,Neutral,★★★★☆ →,4.26,0.0,
STAG,38.53,0.22,70.2,55.89,Neutral,1.7,38.3552,Neutral,★★★★☆ →,-0.09,0.0,
SBLK,19.15,1.22,70.12,61.51,Neutral,2.54,18.4999,Bullish,★★★★☆ →,6.69,0.0,
KIE,58.29,-1.26,70.1,52.33,Neutral,1.38,58.0607,Neutral,★★★★☆ →,2.43,0.0,
VYMI,86.44,-1.28,70.0,53.9,Neutral,0.86,86.2482,Neutral,★★★★☆ →,2.0,0.0,
XBI,114.84,0.73,69.98,66.06,Neutral,2.46,110.577,Bullish,★★★★☆ →,6.29,0.0,
DAR,34.41,-0.98,69.97,60.29,Neutral,3.36,33.2458,Bullish,★★★★☆ →,5.68,0.0,
EFV,69.26,-1.42,69.95,52.84,Neutral,0.93,69.2029,Neutral,★★★★☆ →,1.87,0.0,
WDS,17.17,-1.01,69.92,64.14,Neutral,1.69,16.5287,Bullish,★★★★☆ →,5.57,0.0,
CNX,36.11,-1.82,69.9,63.89,Neutral,3.17,34.7832,Bullish,★★★★☆ →,5.34,0.0,
AVDL,23.02,-2.29,69.86,84.97,Overbought,2.41,19.1199,Bullish,★★★★☆ ↓,21.8,0.0,
ACI,18.14,-0.38,69.84,51.92,Neutral,2.21,17.9908,Neutral,★★★★☆ →,4.79,0.0,
FOX,58.06,-0.68,69.83,56.77,Neutral,2.92,57.4567,Bullish,★★★★☆ →,-0.15,0.0,
PZA,23.32,0.17,69.81,55.57,Neutral,0.39,23.299,Neutral,★★★★☆ →,-0.09,0.0,
VAL,56.11,-1.61,69.72,55.56,Neutral,4.13,55.0483,Bullish,★★★★☆ →,2.52,0.0,
ARR,16.44,-1.5,69.72,55.21,Neutral,1.88,16.3635,Neutral,★★★★☆ →,-0.12,0.0,
PDBC,13.64,-0.15,69.69,54.05,Neutral,0.95,13.5942,Neutral,★★★★☆ →,0.29,0.0,
IHI,61.72,-0.95,69.68,52.87,Neutral,1.32,61.5252,Neutral,★★★★☆ →,1.13,0.0,
QSR,68.11,-0.82,69.67,52.9,Neutral,2.31,67.8649,Neutral,★★★★☆ →,2.85,0.0,
TMO,567.3,-1.97,69.66,56.13,Neutral,2.49,565.3162,Neutral,★★★★☆ →,0.36,0.0,
PGR,225.41,0.1,69.56,55.85,Neutral,2.02,219.9497,Bullish,★★★★☆ →,7.55,0.0,
ATI,98.78,-0.59,69.5,63.76,Neutral,3.31,95.2151,Bullish,★★★★☆ →,2.87,0.0,
NE,29.94,-1.25,69.5,54.25,Neutral,4.1,29.4629,Bullish,★★★★☆ →,3.31,0.0,
CMI,455.72,-1.49,69.47,55.63,Neutral,3.39,450.0487,Bullish,★★★★☆ →,6.29,0.0,
COO,71.35,-1.08,69.46,52.2,Neutral,2.4,71.0274,Neutral,★★★★☆ →,3.29,0.0,
LNG,215.16,-0.01,69.45,46.92,Neutral,2.15,214.6511,Neutral,★★★★☆ →,4.35,0.0,
MCD,304.93,-0.68,69.42,51.83,Neutral,1.79,303.8615,Neutral,★★★★☆ →,1.91,0.0,
NLY,21.51,-0.65,69.39,54.15,Neutral,1.71,21.4186,Neutral,★★★★☆ →,0.0,0.0,
REGN,704.31,1.56,69.33,76.18,Overbought,2.87,649.4622,Bullish,★★★★☆ ↓,12.15,0.0,
RY,147.13,0.39,69.31,52.71,Neutral,1.33,146.7467,Neutral,★★★★☆ →,0.93,0.0,
HYMB,25.1,0.2,69.31,54.86,Neutral,0.34,25.0844,Neutral,★★★★☆ →,-0.04,0.0,
MNST,71.84,0.74,69.31,62.91,Neutral,2.67,69.377,Bullish,★★★★☆ →,7.43,0.0,
GAP,23.78,-1.53,69.31,55.22,Neutral,3.93,23.3603,Bullish,★★★★☆ →,6.11,0.0,
STNG,61.59,-0.42,69.25,55.46,Neutral,3.48,61.1456,Neutral,★★★★☆ →,1.4,0.0,
JPIE,46.22,-0.02,69.24,55.96,Neutral,0.11,46.1999,Neutral,★★★★☆ →,0.04,0.0,
UNG,14.11,-3.06,69.22,56.81,Neutral,3.72,13.7606,Bullish,★★★★☆ →,1.33,0.0,
CPRX,22.56,-2.67,69.16,60.49,Neutral,4.0,21.8069,Bullish,★★★★☆ →,5.72,0.0,
SCHD,26.99,-0.91,69.15,51.64,Neutral,1.1,26.9319,Neutral,★★★★☆ →,2.08,0.0,
CGON,41.25,0.59,69.13,53.26,Neutral,6.25,40.4842,Bullish,★★★★☆ →,5.58,0.0,
VTEB,50.35,0.15,69.1,54.88,Neutral,0.23,50.3284,Neutral,★★★★☆ →,-0.09,0.0,
AAPD,13.36,1.91,69.1,45.64,Neutral,1.95,13.3573,Neutral,★★★★☆ →,1.14,0.0,
GOOG,285.6,3.11,69.07,61.95,Neutral,3.26,275.9492,Bullish,★★★★☆ →,2.71,0.0,
EQNR,24.29,-0.61,69.07,51.48,Neutral,1.82,24.1945,Neutral,★★★★☆ →,1.34,0.0,
CTRA,25.98,-1.39,69.06,62.58,Neutral,2.62,25.0731,Bullish,★★★★☆ →,1.34,0.0,
MT,39.28,-0.49,69.06,54.24,Neutral,2.35,38.9302,Neutral,★★★★☆ →,6.41,0.0,
COR,365.09,0.87,69.05,77.14,Overbought,2.44,348.5999,Bullish,★★★★☆ ↓,6.14,0.0,
IRT,16.39,-1.06,68.95,51.84,Neutral,2.43,16.2871,Neutral,★★★★☆ →,1.08,0.0,
NYT,62.96,-1.53,68.94,70.25,Overbought,2.4,60.1702,Bullish,★★★★☆ ↓,9.02,0.0,
ATO,175.71,0.34,68.93,52.71,Neutral,1.7,175.4465,Neutral,★★★★☆ →,1.01,0.0,
GOOGL,285.02,3.11,68.9,61.72,Neutral,3.32,275.3493,Bullish,★★★★☆ →,2.7,0.0,
TRNO,60.07,-1.1,68.85,52.49,Neutral,2.39,59.8992,Neutral,★★★★☆ →,3.73,0.0,
