Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
SRTY,Unknown,53.4,314.25,68.34,96.5,Overbought,6.62,15.8202,Bullish,★★★★☆ ↓,350.99,0.0,237.52,Possible,Likely soon,Imminent,1.6,Increasing,1.0,350.99,4.9391,1.1755,3.7636,88.44,86.46,15.2359,32.4335,13.6723,-5.0888,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,56.67,High,,4.0,,New
AZN,Healthcare,88.64,-0.39,68.2,64.37,Neutral,1.96,86.381,Bullish,★★★★☆ →,5.81,0.0,2.62,No,Not expected,Not imminent,2.0,Increasing,0.33,5.81,1.5107,1.3144,0.1964,87.64,90.41,72.9749,91.8012,85.436,79.0708,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,88.55,Low,,185.0,,-
SQQQ,Unknown,79.75,427.45,68.19,96.92,Overbought,6.77,20.5489,Bullish,★★★★☆ ↓,458.47,0.0,288.1,Possible,Likely soon,Imminent,1.7,Increasing,1.0,458.47,7.4856,1.5119,5.9737,88.61,83.72,23.3454,46.659,17.1545,-12.35,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,65.84,High,,2.0,,-
MNST,Consumer Defensive,72.44,0.19,68.12,63.27,Neutral,2.44,70.1952,Bullish,★★★★☆ →,9.24,0.0,3.2,No,Not expected,Not imminent,2.0,Increasing,0.33,9.24,1.1093,0.8002,0.3091,92.59,89.91,59.3708,74.0892,69.5115,64.9338,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,72.36,Low,,115.0,,-
SPXU,Unknown,57.09,313.36,68.09,97.19,Overbought,6.3,17.4016,Bullish,★★★★☆ ↓,328.25,0.0,228.05,Possible,Likely soon,Imminent,1.6,Increasing,1.0,328.25,5.0152,1.0155,3.9996,87.27,82.07,17.6254,34.9243,15.1703,-4.5837,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,53.15,High,,5.0,,-
SU,Energy,44.87,-0.24,67.9,71.71,Overbought,2.4,42.7945,Bullish,★★★★☆ ↓,6.86,0.0,4.85,No,Not expected,Not imminent,2.2,Increasing,0.33,6.86,1.1724,0.9885,0.1839,92.9,93.38,37.9189,46.5558,42.1435,37.7312,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,44.87,High,,161.5,,-
CSCO,Technology,76.11,-2.91,67.78,60.29,Neutral,2.92,74.1969,Bullish,★★★★☆ →,7.13,0.0,2.57,No,Not expected,Not imminent,2.1,Increasing,0.5,7.13,1.6187,1.3731,0.2456,74.11,78.58,63.681,79.1764,73.7877,68.3991,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,76.49,Low,,155.0,,-
SDS,Unknown,75.1,410.19,67.62,98.5,Overbought,6.25,20.0764,Bullish,★★★★☆ ↓,422.98,0.0,274.07,Possible,Likely soon,Imminent,1.6,Increasing,1.0,422.98,6.8643,1.388,5.4763,87.54,82.79,17.2097,44.4379,17.1485,-10.1409,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,93.58,High,,3.0,,-
MRK,Healthcare,95.07,0.02,67.46,70.42,Overbought,3.0,90.1607,Bullish,★★★★☆ ↓,10.83,0.0,5.45,No,Not expected,Not imminent,1.9,Increasing,0.0,10.83,2.4273,1.6807,0.7466,86.3,86.22,85.1807,97.2191,88.9285,80.6379,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,94.69,High,,92.0,,-
PTCT,Healthcare,76.29,0.91,67.28,73.98,Overbought,3.72,72.3042,Bullish,★★★★☆ ↓,5.1,0.0,5.51,No,Not expected,Not imminent,1.9,Increasing,0.33,5.1,2.1115,2.0326,0.079,85.85,86.84,52.4779,78.9623,71.6105,64.2587,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,76.35,High,,207.0,,-
TNDM,Healthcare,19.51,4.11,67.18,70.21,Overbought,7.09,16.8391,Bullish,★★★★☆ ↓,46.36,0.0,15.86,No,Likely soon,Imminent,1.8,Increasing,0.0,46.36,1.114,0.8419,0.2721,90.88,90.23,19.4035,20.1018,16.2975,12.4932,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,19.58,High,,16.0,,-
DTM,Energy,116.47,1.12,67.08,62.63,Neutral,2.47,112.9459,Bullish,★★★★☆ →,4.34,0.0,3.12,No,Not expected,Not imminent,1.9,Increasing,1.0,4.34,1.3982,1.2056,0.1926,74.95,77.29,100.7491,118.9142,111.8435,104.7728,Strong trend; Recent high; Bullish MACD; Above VWAP; Above BB Middle,116.13,Low,,247.0,,-
MBX,Healthcare,27.1,-1.06,67.07,73.51,Overbought,8.09,23.1807,Bullish,★★★★☆ ↓,9.54,0.0,16.91,No,Likely soon,Not imminent,2.4,Increasing,0.5,9.54,1.9618,1.9232,0.0386,89.02,89.99,16.1855,29.3629,22.954,16.5451,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,27.03,High,,113.0,,-
MH,Consumer Defensive,16.62,-1.6,66.91,73.13,Overbought,5.66,13.7968,Bullish,★★★★☆ ↓,47.86,0.0,20.46,No,Likely soon,Not imminent,1.9,Increasing,0.01,47.86,1.2486,0.6566,0.592,94.59,90.16,14.3444,17.3625,12.923,8.4835,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,16.89,High,,15.0,,-
COGT,Healthcare,35.24,0.86,66.83,82.96,Overbought,10.42,26.4473,Bullish,★★★★☆ ↓,139.4,0.0,33.25,Possible,Likely soon,Not imminent,2.0,Increasing,0.11,139.4,4.7065,3.9883,0.7182,91.19,89.68,12.6516,42.8026,23.768,4.7334,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,35.2,High,,8.0,,-
SQM,Basic Materials,61.24,-2.95,66.64,74.27,Overbought,5.22,52.7421,Bullish,★★★★☆ ↓,32.35,0.0,16.11,No,Likely soon,Not imminent,1.7,Increasing,0.5,32.35,3.9317,2.749,1.1828,86.42,86.93,41.0158,62.6753,51.131,39.5867,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,61.36,High,,23.0,,-
TRV,Financial Services,287.16,0.59,66.55,64.07,Neutral,1.76,280.642,Bullish,★★★★☆ →,3.95,0.0,2.32,No,Not expected,Not imminent,1.9,Increasing,0.12,3.95,3.5243,3.207,0.3173,84.35,82.88,258.8661,293.9599,278.34,262.7201,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,287.0,Low,,271.5,,-
CVE,Energy,18.1,-0.82,66.38,57.71,Neutral,3.0,17.6701,Bullish,★★★★☆ →,7.67,0.0,2.43,No,Not expected,Not imminent,2.0,Increasing,0.33,7.67,0.2978,0.2385,0.0593,84.45,85.34,15.0012,18.755,17.4695,16.184,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,18.06,Low,,146.0,,-
URGN,Healthcare,25.53,1.03,66.35,69.96,Neutral,7.41,22.4695,Bullish,★★★★☆ →,8.45,0.0,13.62,No,Likely soon,Not imminent,1.9,Increasing,1.0,8.45,1.3267,1.2367,0.09,87.68,83.27,12.8709,26.6057,22.2125,17.8193,Strong trend; Healthy momentum; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,25.83,High,,132.0,,-
CELC,Healthcare,94.08,-0.16,66.23,77.23,Overbought,5.02,81.0102,Bullish,★★★★☆ ↓,26.79,0.0,16.13,Possible,Likely soon,Not imminent,2.0,Increasing,0.5,26.79,6.484,5.7645,0.7195,86.22,86.48,42.9627,96.9453,80.8183,64.6912,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,95.88,High,,26.0,,-
OUT,Real Estate,22.05,-0.23,66.16,73.73,Overbought,3.71,20.1935,Bullish,★★★★☆ ↓,25.14,0.0,9.19,No,Likely soon,Not imminent,1.8,Increasing,0.33,25.14,1.0504,0.8595,0.1909,92.39,93.41,17.2577,23.6453,19.517,15.3887,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,22.07,High,,33.5,,-
GILD,Healthcare,125.11,-2.31,66.07,57.86,Neutral,2.81,122.8391,Bullish,★★★★☆ →,1.39,0.0,1.85,No,Not expected,Not imminent,2.1,Increasing,0.5,1.39,1.6811,1.3702,0.3109,88.38,87.29,106.5898,128.332,122.2338,116.1355,Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,125.34,Low,,469.0,,-
EYPT,Healthcare,13.86,-2.91,65.94,61.47,Neutral,8.06,12.5399,Bullish,★★★★☆ →,25.14,0.0,10.57,No,Likely soon,Not imminent,2.2,Increasing,0.5,25.14,0.4712,0.0925,0.3787,88.24,86.1,9.3756,14.1765,12.2422,10.308,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,13.78,High,,33.5,,-
EIX,Utilities,58.53,1.8,65.78,58.52,Neutral,2.3,57.333,Bullish,★★★★☆ →,3.49,0.0,2.1,No,Not expected,Not imminent,1.8,Increasing,0.0,3.49,0.532,0.5312,0.0008,77.63,78.18,55.2682,59.7436,57.0812,54.4189,Bullish MACD; Above VWAP; Above BB Middle,58.65,Low,,301.0,,-
SIVR,Unknown,48.24,-1.05,65.73,54.95,Neutral,2.77,47.5875,Bullish,★★★★☆ →,5.53,0.0,1.37,No,Not expected,Not imminent,1.9,Increasing,0.03,5.53,0.5281,0.5178,0.0103,59.04,56.61,37.7104,50.5669,47.048,43.5291,Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,48.07,Low,,194.0,,-
CNQ,Energy,33.96,-0.12,65.72,68.32,Neutral,2.43,32.5905,Bullish,★★★★☆ →,7.84,0.0,4.2,No,Not expected,Not imminent,2.1,Increasing,0.33,7.84,0.634,0.4264,0.2076,88.0,89.58,30.5671,34.2135,32.343,30.4725,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,33.91,Low,,141.0,,-
AMGN,Healthcare,337.27,-1.5,65.66,69.43,Neutral,2.79,322.8459,Bullish,★★★★☆ →,6.87,0.0,4.47,No,Not expected,Not imminent,2.0,Increasing,0.33,6.87,10.272,9.732,0.54,91.63,92.5,285.018,359.2064,317.118,275.0296,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,337.78,Low,,160.0,,-
REGN,Healthcare,740.84,5.42,65.47,74.79,Overbought,3.19,668.6715,Bullish,★★★★☆ ↓,14.53,0.0,10.79,No,Likely soon,Imminent,2.2,Increasing,0.0,14.53,27.3372,22.8719,4.4653,87.68,88.22,610.2433,745.0732,663.4032,581.7333,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,730.34,High,,65.0,,-
HIG,Financial Services,134.02,1.39,65.42,64.27,Neutral,1.66,130.3586,Bullish,★★★★☆ →,4.75,0.0,2.81,No,Not expected,Not imminent,2.0,Increasing,0.01,4.75,1.6563,1.2777,0.3785,83.19,82.1,121.1546,136.9368,128.7085,120.4802,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,133.81,Low,,222.0,,-
LLYX,Unknown,25.28,-0.65,65.24,82.75,Overbought,5.96,21.4601,Bullish,★★★★☆ ↓,23.64,0.0,17.82,Possible,Likely soon,Not imminent,2.2,Increasing,0.5,23.64,2.0057,1.801,0.2047,95.04,95.08,14.6792,27.7108,20.5837,13.4567,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,25.36,High,,36.5,,-
TRP,Energy,54.09,-1.04,65.15,59.39,Neutral,1.96,53.0556,Bullish,★★★★☆ →,7.22,0.0,1.95,No,Not expected,Not imminent,2.1,Increasing,0.14,7.22,0.7954,0.6111,0.1843,83.03,85.67,48.2686,56.2755,52.2215,48.1675,Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,54.18,Low,,153.0,,-
TJX,Consumer Cyclical,148.25,1.67,65.0,65.23,Neutral,1.91,144.6371,Bullish,★★★★☆ →,3.41,0.0,2.5,No,Not expected,Not imminent,2.1,Increasing,1.0,3.41,1.1311,0.9242,0.2069,70.75,71.63,128.0807,148.8965,143.9949,139.0933,Recent high; Bullish MACD; Above VWAP; Above BB Middle,147.91,Low,,306.0,,-
IDYA,Healthcare,33.38,0.75,64.86,65.46,Neutral,4.69,31.5256,Bullish,★★★★☆ →,11.83,0.0,5.88,No,Not expected,Not imminent,2.0,Increasing,0.33,11.83,0.886,0.7757,0.1103,78.92,78.29,23.0205,34.3615,31.717,29.0725,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,33.44,Low,,83.5,,-
SBIT,Unknown,47.09,6.37,64.72,74.15,Overbought,6.71,36.7731,Bullish,★★★★☆ ↓,32.87,0.0,28.06,No,Likely soon,Imminent,1.9,Increasing,0.0,32.87,3.5641,2.3057,1.2585,92.58,93.07,40.6771,45.851,35.1434,24.4357,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,44.82,High,,21.0,,-
LTM,Industrials,46.88,-2.56,64.72,59.32,Neutral,3.37,45.1643,Bullish,★★★★☆ →,7.47,0.0,3.8,No,Not expected,Not imminent,2.2,Increasing,0.01,7.47,0.6127,0.2391,0.3736,74.54,63.0,41.1389,47.0592,44.908,42.7568,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,47.1,Low,,150.5,,-
CDP,Real Estate,29.92,0.67,64.62,66.65,Neutral,1.8,28.8988,Bullish,★★★★☆ →,3.57,0.0,3.53,No,Not expected,Imminent,1.7,Increasing,0.0,3.57,0.3095,0.1864,0.1231,94.04,87.89,27.9343,29.9792,28.682,27.3848,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,29.78,Low,,298.0,,-
WMT,Consumer Defensive,106.89,6.24,64.6,62.51,Neutral,1.93,103.0898,Bullish,★★★★☆ →,5.12,0.0,3.69,No,Not expected,Not imminent,2.3,Increasing,0.03,5.12,0.0634,-0.3087,0.3721,58.19,59.76,95.713,105.9113,102.772,99.6327,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,106.38,Low,,205.5,,-
RVMD,Healthcare,70.49,-0.06,64.6,83.92,Overbought,3.75,63.0692,Bullish,★★★★☆ ↓,14.84,0.0,11.77,Possible,Likely soon,Not imminent,1.8,Increasing,0.33,14.84,3.7388,3.3573,0.3815,92.15,94.27,43.1827,72.5367,62.5755,52.6143,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,70.98,High,,63.0,,-
ALL,Financial Services,211.24,0.63,64.59,64.02,Neutral,2.06,204.6831,Bullish,★★★★☆ →,6.68,0.0,3.21,No,Not expected,Not imminent,1.9,Increasing,0.02,6.68,3.5082,2.5883,0.9199,81.45,81.73,196.7962,218.2448,200.9233,183.6017,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,210.62,Low,,164.0,,-
VIK,Consumer Cyclical,61.86,1.06,64.54,57.81,Neutral,3.41,59.7066,Bullish,★★★★☆ →,7.94,0.0,3.61,No,Not expected,Not imminent,2.1,Increasing,0.01,7.94,0.2223,-0.1537,0.376,65.0,48.56,49.9339,62.3579,59.438,56.5181,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,61.34,Low,,137.0,,-
LGN,Industrials,41.39,-6.84,64.29,57.55,Neutral,8.77,38.6489,Bullish,★★★★☆ →,13.27,0.0,7.09,No,Not expected,Not imminent,1.9,Increasing,0.33,13.27,1.6437,1.1063,0.5374,81.22,80.1,33.8965,45.076,39.0023,32.9285,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,40.54,High,,73.0,,-
HAE,Healthcare,75.24,0.06,64.15,88.43,Overbought,4.34,65.6299,Bullish,★★★★☆ ↓,12.11,0.0,14.64,Possible,Likely soon,Not imminent,2.6,Increasing,0.0,12.11,5.499,5.091,0.408,97.07,96.89,63.9345,85.455,62.5493,39.6435,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,75.31,High,,79.0,,-
RRC,Energy,38.85,-1.2,64.09,58.35,Neutral,3.26,37.8429,Bullish,★★★★☆ →,5.77,0.0,2.66,No,Not expected,Not imminent,2.1,Increasing,0.01,5.77,0.5496,0.3956,0.154,87.22,87.46,36.799,40.0341,37.4525,34.8709,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,38.88,Low,,186.5,,-
EPD,Energy,31.77,0.15,64.06,60.93,Neutral,1.79,31.2931,Bullish,★★★★☆ →,2.57,0.0,1.51,No,Not expected,Not imminent,2.2,Increasing,0.0,2.57,0.2876,0.2621,0.0255,69.81,72.54,30.5823,32.2971,31.1561,30.0152,Bullish MACD; Above VWAP; Above BB Middle,31.72,Low,,371.0,,-
GLL,Unknown,29.38,101.1,63.9,87.48,Overbought,5.25,16.1897,Bullish,★★★★☆ ↓,91.28,0.0,81.47,Possible,Likely soon,Imminent,1.4,Increasing,0.0,91.28,1.5281,0.1764,1.3518,64.09,54.9,18.4489,22.173,15.603,9.033,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,28.94,High,,11.0,,-
MT,Basic Materials,39.8,-1.39,63.9,56.23,Neutral,2.46,39.1647,Bullish,★★★★☆ →,5.12,0.0,1.62,No,Not expected,Not imminent,2.0,Increasing,0.02,5.12,0.3601,0.3201,0.04,73.58,68.47,30.3669,41.0809,39.0865,37.0921,Healthy momentum; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,39.77,Low,,205.5,,-
SBLK,Industrials,18.96,-0.47,63.85,56.68,Neutral,2.76,18.6535,Bullish,★★★★☆ →,4.46,0.0,1.64,No,Not expected,Not imminent,2.3,Increasing,0.02,4.46,0.2363,0.205,0.0312,74.88,79.58,16.3964,19.5151,18.566,17.6169,Bullish MACD; Above VWAP; Above BB Middle,18.97,Low,,237.5,,-
MDT,Healthcare,99.46,-0.88,63.78,67.41,Neutral,2.03,95.5759,Bullish,★★★★☆ →,10.44,0.0,4.06,No,Not expected,Not imminent,2.3,Increasing,0.33,10.44,1.735,0.7594,0.9756,82.6,85.73,87.7708,100.8517,94.0235,87.1953,Strong trend; Healthy momentum; Bullish MACD; Above VWAP; Above BB Middle,99.52,Low,,98.0,,-
SCO,Unknown,18.99,1.23,63.6,56.73,Neutral,3.06,18.4121,Bullish,★★★★☆ →,2.7,0.0,3.14,No,Not expected,Imminent,1.7,Increasing,0.01,2.7,0.0948,0.0281,0.0667,67.5,56.48,17.5889,19.0418,18.298,17.5542,Strong trend; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,19.01,Low,,359.0,,-
IONS,Healthcare,74.78,1.05,63.59,59.22,Neutral,4.69,72.5641,Bullish,★★★★☆ →,0.92,0.0,3.05,No,Not expected,Not imminent,2.1,Increasing,1.0,0.92,0.5869,0.4492,0.1376,76.75,70.72,46.023,76.0361,72.961,69.8859,Strong trend; Recent high; Bullish MACD; Bullish Stochastic; Above VWAP; Above BB Middle,75.6,Low,,524.0,,-
