Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
NKE,Consumer Cyclical,62.64,0.24,29.42,40.87,Neutral,2.83,64.2861,Bearish,★★☆☆☆ →,0.85,0.0,-2.56,No,Not expected,Not imminent,1.5,Increasing,0.0,0.85,-0.7675,-1.024,0.2565,38.01,41.82,67.9227,69.6677,64.25,58.8323,Bullish MACD,62.42,Low,,9.0,,-
CAT,Industrials,553.11,1.14,29.25,54.57,Neutral,3.19,550.4721,Neutral,★★☆☆☆ →,-2.82,0.0,0.48,No,Not expected,Not imminent,2.3,Increasing,0.05,-2.82,2.7184,8.0144,-5.2959,22.2,28.03,395.4063,596.9186,556.6145,516.3105,Above VWAP,552.21,Low,,18.0,,-
CRWD,Technology,520.59,1.35,29.08,48.49,Neutral,3.47,528.8497,Bearish,★★☆☆☆ →,-2.54,0.0,-1.56,No,Not expected,Not imminent,2.0,Increasing,0.1,-2.54,-0.4086,5.4107,-5.8193,21.26,29.71,419.7084,560.5008,536.8465,513.1922,Above VWAP,522.34,Low,,17.0,,-
UBER,Technology,89.53,-1.46,28.51,37.23,Neutral,3.41,93.1365,Bearish,★★☆☆☆ →,-3.47,0.0,-3.87,No,Not expected,Not imminent,1.9,Increasing,0.02,-3.47,-1.1496,-0.73,-0.4196,14.21,17.42,80.5445,98.7022,93.885,89.0678,Above VWAP,89.34,Low,,19.0,,-
NFLX,Communication Services,110.0,-3.58,28.18,42.9,Neutral,3.14,112.7937,Bearish,★★☆☆☆ →,0.14,0.0,-2.48,No,Not expected,Not imminent,2.2,Decreasing,0.01,0.14,-0.5083,-0.7725,0.2641,43.88,48.33,106.988,115.2441,111.1501,107.056,Bullish MACD; Above VWAP,109.83,Low,,12.0,,-
AVGO,Technology,354.42,4.09,27.95,52.27,Neutral,4.11,351.0657,Neutral,★★☆☆☆ →,-1.27,0.0,0.96,No,Not expected,Not imminent,2.1,Increasing,0.05,-1.27,-2.4284,-1.0178,-1.4106,31.53,24.41,245.5035,381.44,356.4795,331.519,Above VWAP,352.31,Low,,15.0,,-
NVDA,Technology,186.52,2.85,27.03,47.24,Neutral,4.47,190.1081,Bearish,★★☆☆☆ →,-4.45,0.0,-1.89,No,Not expected,Not imminent,1.9,Increasing,0.05,-4.45,-1.7844,0.0639,-1.8482,18.04,22.16,142.9953,209.2268,193.3945,177.5623,Above VWAP,186.26,Low,,22.0,,-
INTC,Technology,35.11,2.27,25.33,43.35,Neutral,4.63,36.792,Bearish,★★☆☆☆ →,-8.52,0.0,-4.57,No,Not expected,Not imminent,1.9,Decreasing,0.04,-8.52,-0.8407,-0.2646,-0.5761,12.34,9.83,25.1876,42.1088,37.954,33.7992,Above VWAP,34.87,Low,,29.0,,-
META,Communication Services,590.32,-1.23,24.7,23.32,Oversold,3.13,641.57,Bearish,★★☆☆☆ ↑,-7.18,0.0,-7.99,No,Not expected,Not imminent,2.2,Decreasing,0.01,-7.18,-25.1,-24.5349,-0.565,9.37,8.18,652.0775,767.9522,652.998,538.0438,Balanced metrics,590.71,Low,,27.0,,-
PANW,Technology,199.9,-0.55,23.5,35.88,Neutral,2.76,209.4361,Bearish,★★☆☆☆ →,-6.23,0.0,-4.55,No,Not expected,Not imminent,2.0,Increasing,0.04,-6.23,-3.4422,-1.3404,-2.1017,12.54,16.72,189.1754,226.5519,212.9365,199.3211,Above VWAP,200.0,Low,,26.0,,-
FSLR,Technology,251.87,-0.13,22.55,51.46,Neutral,5.74,253.5094,Neutral,★★☆☆☆ →,-9.2,0.0,-0.65,No,Not expected,Not imminent,1.7,Increasing,0.07,-9.2,1.4973,5.1299,-3.6327,34.62,40.1,173.1505,283.4376,255.8465,228.2554,Above VWAP,252.58,High,,30.0,,-
CRM,Technology,227.88,-2.41,22.29,34.62,Neutral,3.31,243.5546,Bearish,★★☆☆☆ →,-9.81,0.0,-6.44,No,Not expected,Not imminent,1.8,Increasing,0.0,-9.81,-4.6931,-2.359,-2.3341,9.08,16.12,275.4304,266.3208,247.5235,228.7262,Balanced metrics,230.11,Low,,31.0,,-
SMCI,Technology,33.73,-3.35,21.4,28.08,Oversold,8.05,41.5534,Bearish,★★☆☆☆ ↑,-19.75,0.0,-18.83,No,Not expected,Not imminent,2.0,Decreasing,0.01,-19.75,-3.9347,-3.3633,-0.5714,3.95,5.74,42.1676,57.2878,43.33,29.3722,Balanced metrics,33.69,High,,42.0,,-
ZS,Technology,291.81,-0.44,20.88,36.65,Neutral,3.73,310.7525,Bearish,★★☆☆☆ →,-9.91,0.0,-6.1,No,Not expected,Not imminent,2.2,Increasing,0.06,-9.91,-6.4988,-1.3005,-5.1984,6.12,8.33,245.4413,345.1224,318.139,291.1556,Above VWAP,290.75,Low,,32.0,,-
PLTR,Technology,165.42,-1.14,19.14,39.08,Neutral,6.71,179.9611,Bearish,★★☆☆☆ →,-11.96,0.0,-8.08,No,Not expected,Not imminent,2.4,Increasing,0.06,-11.96,-5.0287,-1.8706,-3.1581,9.64,13.27,118.6711,207.9079,184.7705,161.6331,Above VWAP,164.0,High,,36.0,,-
SHOP,Technology,146.0,3.95,19.01,40.21,Neutral,5.65,154.8239,Bearish,★★☆☆☆ →,-10.39,0.0,-5.7,No,Not expected,Not imminent,2.1,Increasing,0.05,-10.39,-5.633,-3.3774,-2.2556,11.71,9.07,118.6029,186.7006,160.9455,135.1904,Above VWAP,145.95,High,,33.0,,-
TSLA,Consumer Cyclical,403.99,0.68,18.99,41.71,Neutral,5.5,427.3748,Bearish,★★☆☆☆ →,-12.57,0.0,-5.47,No,Not expected,Not imminent,2.0,Increasing,0.0,-12.57,-11.0134,-5.6064,-5.407,24.03,22.68,341.9472,481.253,436.996,392.7391,Above VWAP,402.38,High,,37.0,,-
AMD,Technology,223.55,-2.93,18.23,44.42,Neutral,6.66,239.0623,Bearish,★★☆☆☆ →,-12.79,0.0,-6.49,No,Not expected,Not imminent,2.0,Increasing,0.05,-12.79,-1.9527,2.9047,-4.8574,20.19,34.36,151.8772,270.5058,247.3835,224.2612,Above VWAP,223.82,High,,38.0,,-
SEDG,Technology,33.46,-3.85,18.15,42.79,Neutral,13.24,37.3797,Bearish,★★☆☆☆ →,-18.43,0.0,-10.49,No,Not expected,Not imminent,2.2,Increasing,0.1,-18.43,-0.8695,0.0709,-0.9404,21.36,25.63,22.3363,45.2941,37.657,30.0199,Above VWAP,34.19,High,,40.0,,-
AMZN,Consumer Cyclical,222.69,0.06,16.58,40.63,Neutral,3.88,234.0907,Bearish,★★☆☆☆ →,-11.0,0.0,-4.87,No,Not expected,Not imminent,1.9,Increasing,0.06,-11.0,-1.7256,2.3109,-4.0364,12.99,22.64,215.0005,258.8024,236.5975,214.3926,Above VWAP,223.14,Low,,35.0,,-
HD,Consumer Cyclical,334.5,-0.59,15.54,17.63,Oversold,2.51,367.9301,Bearish,★★☆☆☆ ↑,-10.52,0.0,-9.09,No,Not expected,Not imminent,1.8,Increasing,0.0,-10.52,-10.6563,-6.4999,-4.1564,4.54,6.92,379.3095,400.7394,371.53,342.3206,Balanced metrics,331.64,Low,,34.0,,-
CELH,Consumer Defensive,41.2,1.38,11.57,27.42,Oversold,8.96,49.2308,Bearish,★☆☆☆☆ ↑,-31.24,0.0,-16.31,No,Not expected,Not imminent,2.3,Increasing,0.03,-31.24,-4.6143,-4.0407,-0.5736,4.4,6.44,38.4077,70.7913,51.9235,33.0557,Above VWAP,41.13,High,,44.0,,-
MSTR,Technology,186.5,-9.82,11.34,26.43,Oversold,8.96,238.4572,Bearish,★☆☆☆☆ ↑,-26.86,0.0,-21.79,No,Not expected,Not imminent,1.9,Increasing,0.0,-26.86,-22.1241,-19.2678,-2.8563,10.35,8.32,345.7219,311.3727,244.5675,177.7623,Balanced metrics,193.61,High,,43.0,,-
