Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,BB Upper,BB Middle,BB Lower,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
AVGO,Technology,342.42,-0.07,28.31,45.24,Neutral,3.99,350.8955,Bearish,★★☆☆☆ →,-2.71,0.0,-2.42,No,Not expected,Not imminent,2.1,Increasing,0.05,-2.71,-3.4613,-0.6225,-2.8388,23.43,22.15,244.4641,381.6287,355.8695,330.1103,Above VWAP,345.99,Low,,19.0,,-
QCOM,Technology,163.44,-1.99,27.8,40.94,Neutral,3.68,172.0042,Bearish,★★☆☆☆ →,-5.44,0.0,-4.98,No,Not expected,Not imminent,2.1,Decreasing,0.04,-5.44,-1.3409,0.5355,-1.8764,14.13,19.05,157.4465,186.2096,174.602,162.9944,Above VWAP,163.49,Low,,27.0,,-
PANW,Technology,201.5,-0.69,27.6,37.46,Neutral,2.74,210.4878,Bearish,★★☆☆☆ →,-6.07,0.0,-4.27,No,Not expected,Not imminent,2.1,Increasing,0.05,-6.07,-2.9018,-0.8038,-2.098,20.14,18.51,189.1165,225.6457,213.5877,201.5297,Above VWAP,201.67,Low,,29.0,,-
COIN,Financial Services,267.78,1.45,27.12,34.5,Neutral,7.68,308.2549,Bearish,★★☆☆☆ →,-12.87,0.0,-13.13,No,Not expected,Not imminent,1.8,Increasing,0.01,-12.87,-17.0673,-11.9888,-5.0785,10.22,10.86,292.1811,372.8938,316.0655,259.2372,Balanced metrics,266.63,High,,40.0,,-
NKE,Consumer Cyclical,61.97,-1.47,26.77,38.92,Neutral,2.86,64.4103,Bearish,★★☆☆☆ →,1.22,0.0,-3.78,No,Not expected,Not imminent,1.5,Increasing,0.0,1.22,-0.8317,-1.0996,0.2679,37.56,43.93,67.9892,70.3587,64.5462,58.7338,Bullish MACD,61.75,Low,,11.0,,-
INTC,Technology,33.97,-2.13,25.48,38.22,Neutral,4.69,36.9347,Bearish,★★☆☆☆ →,-8.27,0.0,-8.03,No,Not expected,Not imminent,1.9,Decreasing,0.05,-8.27,-0.8565,-0.1285,-0.7279,6.56,9.26,25.1388,42.0688,38.0265,33.9841,Above VWAP,34.15,Low,,33.0,,-
MRNA,Healthcare,24.15,-2.46,25.08,43.01,Neutral,6.81,25.396,Bearish,★★☆☆☆ →,1.68,0.0,-4.91,No,Not expected,Not imminent,1.8,Increasing,0.0,1.68,-0.3634,-0.3169,-0.0465,24.68,31.11,30.4869,28.0334,25.473,22.9126,Balanced metrics,23.84,High,,10.0,,-
FSLR,Technology,247.86,-2.24,24.96,49.09,Neutral,5.74,253.2696,Bearish,★★☆☆☆ →,-5.65,0.0,-2.14,No,Not expected,Not imminent,1.6,Increasing,0.07,-5.65,1.9346,5.9419,-4.0073,38.38,45.54,172.9453,285.4997,254.2045,222.9093,Above VWAP,248.91,High,,28.0,,-
AMZN,Consumer Cyclical,227.69,-2.22,24.28,44.02,Neutral,3.72,235.7803,Bearish,★★☆☆☆ →,-8.68,0.0,-3.43,No,Not expected,Not imminent,1.9,Increasing,0.06,-8.68,0.2389,3.4342,-3.1953,25.1,34.85,214.8429,258.9939,236.6175,214.2411,Above VWAP,228.21,Low,,35.0,,-
SMCI,Technology,33.83,-0.79,21.67,26.79,Oversold,7.89,42.275,Bearish,★★☆☆☆ ↑,-28.63,0.0,-19.98,No,Not expected,Not imminent,1.9,Decreasing,0.01,-28.63,-4.0716,-3.2442,-0.8274,5.54,5.66,41.6739,58.1384,44.215,30.2916,Balanced metrics,34.08,High,,43.0,,-
HD,Consumer Cyclical,345.4,-3.53,21.63,21.06,Oversold,2.32,372.2986,Bearish,★★☆☆☆ ↑,-9.84,0.0,-7.22,No,Not expected,Not imminent,1.8,Increasing,0.0,-9.84,-7.7202,-5.2626,-2.4576,9.09,12.73,380.1961,396.4103,374.6995,352.9887,Balanced metrics,344.29,Low,,36.0,,-
ZS,Technology,295.1,0.06,21.12,38.3,Neutral,3.63,312.9355,Bearish,★★☆☆☆ →,-10.11,0.0,-5.7,No,Not expected,Not imminent,2.2,Increasing,0.06,-10.11,-5.172,0.0432,-5.2152,9.61,11.57,245.0076,343.1397,319.0438,294.9479,Above VWAP,296.94,Low,,37.0,,-
NVDA,Technology,181.52,-2.72,20.94,42.42,Neutral,4.49,190.501,Bearish,★★☆☆☆ →,-8.64,0.0,-4.71,No,Not expected,Not imminent,1.9,Increasing,0.05,-8.64,-1.6983,0.5295,-2.2278,21.66,27.59,142.708,209.6954,193.0905,176.4856,Above VWAP,182.35,Low,,34.0,,-
SHOP,Technology,137.68,-1.61,20.81,31.29,Neutral,5.81,155.4885,Bearish,★★☆☆☆ →,-14.46,0.0,-11.46,No,Not expected,Not imminent,2.1,Increasing,0.05,-14.46,-6.2773,-2.8752,-3.4022,5.69,9.45,118.2995,186.9107,161.6072,136.3038,Above VWAP,138.31,High,,41.0,,-
META,Communication Services,589.11,-2.14,20.5,23.22,Oversold,4.1,646.1476,Bearish,★★☆☆☆ ↑,-6.09,0.0,-8.83,No,Not expected,Not imminent,2.2,Increasing,0.01,-6.09,-26.1472,-24.5843,-1.5629,4.61,5.7,652.1883,777.0842,659.7235,542.3628,Balanced metrics,589.84,Low,,30.0,,-
AMD,Technology,229.84,-4.44,20.26,47.09,Neutral,6.22,240.6524,Bearish,★★☆☆☆ →,-8.08,0.0,-4.49,No,Not expected,Not imminent,2.0,Increasing,0.05,-8.08,0.1028,4.1091,-4.0063,34.3,48.38,151.257,269.6009,247.695,225.7891,Above VWAP,231.66,High,,32.0,,-
TSLA,Consumer Cyclical,398.23,-2.61,19.33,39.96,Neutral,5.65,429.5492,Bearish,★★☆☆☆ →,-10.36,0.0,-7.29,No,Not expected,Not imminent,1.9,Increasing,0.0,-10.36,-10.9809,-4.3217,-6.6592,23.06,19.59,341.5939,480.6262,438.5943,396.5623,Above VWAP,399.42,High,,38.0,,-
PLTR,Technology,168.77,-1.45,18.77,40.87,Neutral,6.36,181.6289,Bearish,★★☆☆☆ →,-11.52,0.0,-7.08,No,Not expected,Not imminent,2.3,Increasing,0.06,-11.52,-4.0697,-1.049,-3.0207,15.91,18.21,117.8802,206.8659,185.346,163.8261,Above VWAP,170.92,High,,39.0,,-
MSTR,Technology,201.93,3.33,16.58,28.1,Oversold,7.76,243.4626,Bearish,★★☆☆☆ ↑,-18.24,0.0,-17.06,No,Not expected,Not imminent,1.8,Increasing,0.0,-18.24,-21.6128,-18.6619,-2.9508,8.48,5.67,348.5063,312.5047,249.0395,185.5743,Balanced metrics,198.27,High,,42.0,,-
SEDG,Technology,34.51,0.7,13.93,44.33,Neutral,12.25,37.7646,Bearish,★★☆☆☆ →,8.45,0.0,-8.62,No,Not expected,Not imminent,2.2,Increasing,0.11,8.45,-0.5283,0.2996,-0.8279,25.77,33.08,22.1683,45.25,37.8445,30.439,Healthy momentum; Above VWAP,34.98,High,,3.0,,-
CELH,Consumer Defensive,40.93,1.92,11.71,26.51,Oversold,8.85,50.1038,Bearish,★☆☆☆☆ ↑,-31.28,0.0,-18.31,No,Not expected,Not imminent,2.4,Increasing,0.03,-31.28,-4.7882,-3.8909,-0.8973,6.11,10.09,38.2955,71.5492,52.958,34.3668,Above VWAP,41.23,High,,44.0,,-
